TITLE	10% S-JS for 6 hrs
DATA TYPE	CD SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	2025/11/20
TIME	17:51:08
SPECTROMETER/DATA SYSTEM	JASCO Corp., J-1500, Rev. 1.00
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	CD [mdeg]
Y2UNITS	LD [dOD]
Y3UNITS	HT [V]
Y4UNITS	ABSORBANCE
FIRSTX	  900.0000
LASTX	  300.0000
NPOINTS	     601
FIRSTY	     6.20964
MAXY	    14.40103
MINY	   -18.37549
XYDATA
Channel 1
783	-0.0282309	-3.51907	-4.81861	-5.48407	-4.47559	-4.74383	-5.36361	-6.40054	-6.73826	-7.73958	-5.76935	-7.64884	-6.8253	-7.36022	-9.32751	-12.4659	-14.1572	-12.7178	-10.3084	-10.2758	-9.89221	-9.56776	-10.0604	-10.1583	-9.5588	-9.89579	-9.40848	-9.45875	-9.21171	-10.1218	-8.56291	-8.94666	-9.12812	-8.93945	-8.76253	-9.64536	-9.12499	-9.15728
782	0.303127	-2.2286	-4.75602	-4.74237	-4.56912	-4.6411	-5.17681	-5.43372	-6.10648	-7.34687	-5.51943	-7.77414	-6.91322	-7.37999	-9.27682	-12.525	-13.2396	-12.8923	-10.2315	-10.0864	-9.52505	-9.15946	-9.9972	-9.56458	-9.54089	-9.97938	-9.33908	-9.53875	-9.14033	-9.93077	-7.97914	-8.46231	-8.30238	-8.45341	-8.59738	-9.21366	-8.30299	-8.61835
781	0.192301	-2.20569	-4.23365	-4.60451	-4.59029	-4.68151	-5.39231	-5.38476	-5.65803	-6.83307	-4.93629	-7.65856	-7.13201	-7.22315	-9.63406	-12.3125	-13.6114	-13.0337	-10.4487	-10.2027	-9.63867	-9.17045	-9.83416	-9.40413	-10.3097	-9.55041	-9.82893	-9.75845	-8.80357	-9.62624	-8.6237	-8.4417	-8.28099	-8.11872	-8.47566	-8.86436	-8.14286	-8.39274
780	0.128367	-2.88819	-4.87148	-4.42296	-4.54121	-4.17241	-5.70335	-5.89763	-6.09416	-7.1117	-5.10636	-7.93092	-7.73714	-8.23604	-10.0714	-12.8749	-14.1628	-13.4091	-10.9567	-10.4739	-9.91232	-9.00874	-10.1711	-9.98927	-11.0452	-10.1516	-10.0571	-10.0974	-9.53614	-9.87474	-8.7963	-8.77989	-8.21277	-8.0191	-8.85733	-9.1373	-8.41448	-9.64846
779	-0.0923431	-2.86416	-5.24193	-4.35088	-4.26395	-3.39576	-6.11891	-5.98671	-5.81912	-7.09815	-5.49659	-7.89264	-7.31855	-8.41607	-9.77087	-13.0764	-13.9387	-13.401	-10.5678	-10.344	-9.33548	-9.05621	-10.204	-10.14	-10.8668	-9.53216	-9.43241	-9.71596	-9.5133	-10.2762	-8.66501	-8.58668	-7.93545	-7.8682	-9.21833	-9.2109	-7.73357	-9.86082
778	-1.05245	-3.11608	-5.95512	-4.91432	-4.87282	-3.37298	-6.48713	-6.39418	-5.96127	-7.07484	-6.00616	-8.00852	-7.32274	-8.84217	-10.0679	-13.4224	-14.8835	-13.7441	-11.6606	-10.8214	-9.09754	-9.5409	-10.6624	-9.93755	-10.9275	-10.3625	-9.51108	-9.95382	-10.0644	-10.383	-9.35012	-8.57567	-8.43018	-8.43037	-9.44734	-9.28539	-8.1128	-10.1404
777	-1.39885	-3.9501	-6.7393	-5.15148	-5.38639	-4.3126	-6.6919	-6.55949	-6.34238	-7.2164	-6.34116	-7.58412	-7.18311	-9.07511	-10.4255	-13.5484	-15.1462	-14.243	-12.2056	-10.7282	-9.32946	-10.1627	-10.8416	-10.0281	-11.5356	-10.4848	-9.86608	-10.1741	-10.7261	-10.4239	-10.1038	-8.88714	-8.48025	-9.21852	-9.97164	-9.33555	-8.55096	-10.9045
776	-1.4713	-3.72607	-6.4264	-5.03617	-5.28458	-3.99498	-6.31545	-6.31321	-6.08699	-6.95033	-6.70049	-7.70387	-7.22392	-9.27715	-10.3643	-13.6169	-15.3402	-14.2415	-11.5693	-10.406	-9.60971	-9.82604	-10.9044	-9.91012	-11.3284	-10.494	-9.94986	-10.1744	-10.7508	-10.0399	-10.1676	-8.94813	-8.20585	-9.22375	-10.3924	-9.31125	-8.58071	-10.4676
775	-0.961113	-3.56826	-6.21434	-3.53195	-4.5334	-3.45257	-5.50753	-5.82037	-5.62037	-6.38702	-6.54051	-7.2638	-7.73883	-8.98336	-10.8718	-12.4019	-14.5553	-13.2981	-11.2199	-9.78784	-9.09313	-9.18767	-10.0868	-9.5087	-10.9855	-9.68693	-9.5353	-9.72944	-10.4372	-9.40717	-9.57154	-8.51866	-8.17115	-9.23529	-9.85771	-9.15307	-8.5283	-10.1933
774	-0.799087	-3.98307	-5.72557	-3.20508	-3.90888	-3.77697	-5.55617	-5.79852	-5.65711	-6.22987	-6.55336	-7.48742	-7.7555	-8.68904	-10.4822	-12.1831	-14.8636	-13.1116	-11.4142	-9.7562	-9.08805	-9.26397	-9.81156	-9.2377	-10.9838	-9.68925	-9.13176	-9.67057	-10.049	-9.40678	-9.43439	-8.16807	-8.26515	-9.14501	-9.89295	-8.6087	-8.11153	-9.92983
773	-0.810244	-4.55589	-6.0259	-3.32447	-3.99751	-3.68106	-5.50602	-6.07008	-5.4379	-6.48088	-6.58684	-7.3481	-7.07007	-8.34024	-10.4484	-11.9591	-15.0576	-13.1631	-11.3408	-9.6027	-9.12248	-8.92765	-10.1033	-9.0464	-9.83139	-9.40227	-8.76252	-8.72162	-9.45847	-8.99149	-9.2113	-7.99441	-8.2893	-8.66827	-9.16896	-8.40642	-7.53062	-10.0625
772	-0.422607	-4.8856	-5.21661	-3.47463	-4.03023	-3.28197	-5.20902	-5.52364	-4.94558	-6.14082	-6.06574	-6.59447	-6.38476	-7.24433	-9.89132	-11.0792	-14.6355	-12.6989	-10.7458	-9.08543	-8.50356	-8.45313	-9.44024	-8.35277	-9.04193	-8.60857	-8.13973	-7.952	-8.79928	-8.31787	-8.44311	-7.31092	-7.94517	-7.9504	-8.00694	-7.81413	-7.30575	-8.78505
771	-0.392764	-4.7179	-5.40504	-3.74109	-3.83137	-3.80379	-5.04291	-5.13673	-5.12224	-6.02063	-5.47095	-5.63687	-6.30551	-6.80997	-9.07678	-10.5146	-13.9788	-12.8592	-10.4507	-8.86956	-8.81437	-8.41377	-9.37295	-8.10986	-8.55677	-8.89451	-7.69464	-7.83157	-8.38434	-8.08318	-8.19603	-7.12882	-7.46776	-7.70892	-7.66531	-7.38361	-7.31903	-8.62951
770	-0.184106	-4.12692	-4.79356	-3.57185	-3.47946	-3.75275	-4.90145	-4.94134	-5.13026	-6.31067	-5.92955	-5.90465	-6.08338	-6.72544	-8.7511	-10.3021	-13.7033	-12.7267	-10.5836	-9.25636	-9.04219	-8.1755	-9.44867	-8.05912	-8.23738	-8.72105	-8.28415	-7.59696	-7.75434	-8.16998	-7.29292	-7.34435	-7.63404	-7.44542	-7.55756	-7.427	-7.29518	-8.37531
769	0.116375	-4.10081	-5.07834	-3.67977	-2.71692	-3.3013	-5.37954	-4.60593	-5.14157	-6.82834	-6.0859	-6.11345	-5.78431	-6.7263	-8.79671	-10.2359	-13.8324	-12.3731	-10.7919	-9.23755	-8.62159	-7.9829	-9.28053	-7.58255	-8.0754	-8.55788	-8.16217	-7.25124	-7.29603	-8.07625	-7.47241	-6.64474	-7.38258	-6.97594	-7.33474	-7.44644	-7.08126	-8.02609
768	-0.535752	-4.59713	-5.1155	-3.90983	-3.41887	-4.39507	-5.54691	-5.34202	-5.56237	-7.19128	-6.01212	-6.62914	-5.97474	-6.41422	-9.21984	-10.8576	-14.4402	-12.2426	-11.5259	-9.66204	-9.22951	-8.5449	-9.5689	-7.94719	-8.20963	-8.67268	-8.06456	-7.91605	-7.68258	-8.75465	-7.7718	-7.01996	-7.43672	-7.20883	-7.38657	-7.56633	-7.4592	-8.30989
767	-1.37003	-5.01109	-5.65726	-5.0169	-3.99485	-4.36758	-5.59875	-5.71993	-6.39795	-6.79426	-6.49651	-6.90746	-6.18271	-6.81697	-8.8123	-11.3101	-14.9898	-12.7234	-12.1048	-9.83233	-9.38858	-8.66382	-9.72793	-8.32303	-8.58183	-8.70858	-8.22772	-8.12308	-7.90922	-8.54855	-8.18625	-7.49412	-7.68297	-7.7638	-7.71702	-7.84576	-7.62998	-8.57177
766	-1.90895	-5.11609	-5.83887	-4.69063	-3.93393	-4.22426	-5.9128	-5.82378	-5.80606	-6.85217	-6.42018	-6.71145	-6.39362	-7.33779	-9.46348	-11.7937	-14.9081	-12.4586	-12.0823	-9.65669	-9.29032	-8.66208	-9.51497	-8.62408	-8.68158	-8.67751	-8.58048	-8.11754	-7.94313	-8.68945	-8.15133	-7.70159	-7.90765	-7.67782	-8.09262	-8.13219	-7.79679	-8.95014
765	-1.7316	-4.43661	-5.75174	-4.79202	-3.6756	-3.37389	-5.36081	-5.42286	-5.62501	-6.04213	-6.30856	-6.31693	-6.10567	-7.30084	-8.72067	-11.4134	-14.239	-12.1262	-12.0371	-9.38349	-8.8159	-8.43445	-8.92489	-8.3464	-8.24872	-8.68418	-8.54873	-8.08867	-7.81097	-8.6701	-7.75424	-7.73375	-7.81798	-7.59621	-7.57344	-7.9638	-7.59506	-9.01237
764	-1.73182	-4.15242	-5.7211	-4.58552	-3.77925	-3.54263	-4.6478	-5.72857	-5.52794	-5.96	-6.46662	-6.32803	-6.50447	-7.50831	-9.33499	-11.3914	-13.6777	-12.1313	-11.7757	-9.04319	-8.63903	-8.34284	-9.13256	-8.62078	-7.82722	-8.75987	-8.54312	-8.29269	-7.71913	-8.51343	-7.71919	-7.9224	-7.76213	-7.44084	-7.60605	-7.64934	-7.46403	-9.34206
763	-2.29879	-4.87129	-6.0982	-4.785	-4.4414	-3.70196	-4.57292	-5.83231	-5.82751	-5.89672	-7.01008	-7.04228	-6.61035	-7.98478	-9.73874	-12.4552	-14.1936	-12.5193	-12.3863	-9.69624	-8.76548	-8.68918	-9.63753	-8.74963	-8.08652	-9.16026	-8.93726	-8.1963	-8.72995	-8.59793	-8.20077	-8.38858	-8.42655	-7.94477	-7.93064	-7.91086	-7.83958	-9.19636
762	-2.54357	-5.11154	-5.79083	-4.62221	-4.07228	-3.68918	-4.40704	-5.59633	-5.76941	-5.82349	-6.91516	-7.53487	-7.10854	-8.31563	-10.4105	-12.4712	-14.3455	-12.4012	-12.0198	-9.07663	-8.58494	-8.60674	-9.51716	-8.96017	-8.16722	-9.04421	-9.06841	-8.71856	-8.5061	-8.16998	-8.48498	-8.36176	-8.2962	-8.14247	-7.53701	-7.73286	-8.06193	-9.01685
761	-2.17751	-5.02191	-5.70109	-3.95657	-4.21282	-3.34109	-3.5589	-5.03692	-5.53989	-5.20432	-6.45096	-7.31798	-6.95997	-7.81209	-9.65232	-11.6972	-13.5016	-12.2042	-11.6029	-8.27397	-8.69129	-7.7615	-8.84312	-8.68809	-8.05683	-8.48784	-8.4627	-8.38002	-7.83853	-7.78043	-7.52396	-8.09155	-7.76838	-7.75911	-7.10989	-7.48988	-7.96305	-9.02114
760	-3.30607	-5.91343	-6.12229	-4.54291	-4.7124	-3.57695	-3.88319	-4.94158	-5.84533	-5.0862	-7.20841	-7.37981	-7.47019	-8.08241	-9.75975	-11.9425	-13.3889	-12.8923	-11.5412	-8.95485	-9.30861	-8.18034	-9.10988	-9.41795	-7.93874	-8.85282	-8.43886	-8.36924	-8.25098	-7.76167	-7.81275	-8.50111	-8.54344	-7.94981	-7.70427	-7.31966	-7.85304	-9.4161
759	-3.25099	-5.85293	-6.06999	-4.43607	-4.10453	-3.28037	-3.76654	-4.29372	-5.3441	-5.19385	-7.64225	-7.40933	-7.02419	-8.60292	-9.55595	-11.3982	-12.8368	-12.7035	-10.8012	-8.69453	-9.09634	-7.84938	-9.57594	-9.089	-8.10527	-8.49263	-8.56372	-8.07209	-8.32271	-7.76901	-8.02237	-8.27329	-8.49936	-7.32359	-7.76514	-7.19539	-7.50253	-8.98491
758	-2.45996	-5.84255	-5.9105	-3.832	-4.30751	-3.42067	-3.87433	-4.10183	-5.65309	-5.3894	-7.53131	-7.10561	-6.843	-7.73805	-9.58469	-11.3202	-12.7454	-12.6328	-10.3312	-8.90864	-8.91343	-7.96612	-9.47547	-9.04673	-7.76262	-8.64436	-8.33757	-7.88774	-8.28755	-7.46573	-7.86909	-8.26204	-8.12556	-7.0854	-7.87947	-7.45474	-7.56956	-8.61689
757	-2.43558	-6.3377	-6.27575	-4.37151	-4.534	-4.24337	-3.90492	-4.07999	-6.20639	-5.57736	-7.91036	-7.81222	-7.21904	-7.68472	-10.1127	-11.5538	-13.1507	-13.0751	-10.6311	-9.39905	-9.35431	-8.17892	-9.50583	-9.01505	-8.25588	-8.71753	-9.0686	-7.81954	-8.68163	-8.10505	-7.99816	-8.90785	-8.88679	-8.04801	-8.14276	-7.72958	-8.00045	-8.44963
756	-2.73732	-6.85966	-6.48737	-4.37335	-4.23759	-4.61315	-4.43717	-3.82968	-6.65982	-5.68223	-8.19974	-7.70108	-7.45554	-7.41566	-9.91041	-12.0836	-13.6996	-13.2595	-10.986	-9.5455	-9.73645	-8.72764	-9.72476	-8.99707	-8.91536	-9.01607	-9.17418	-7.69243	-9.21295	-8.58677	-8.29946	-8.98178	-9.23722	-8.68804	-8.58763	-8.31933	-8.28488	-8.261
755	-2.34945	-5.66312	-5.61634	-3.75252	-4.00598	-4.19897	-4.50126	-3.61447	-6.23413	-5.63567	-8.04469	-6.93501	-7.04574	-6.99184	-9.8442	-11.5775	-13.409	-12.9513	-10.0956	-9.26242	-9.43178	-8.35528	-8.75129	-8.7729	-8.99013	-8.31703	-8.84439	-7.13477	-8.31076	-8.6293	-7.81797	-8.27096	-8.7008	-8.27236	-8.01137	-8.17681	-7.75371	-8.22418
754	-1.98315	-5.8677	-5.87367	-4.04663	-4.49593	-4.34386	-4.98988	-4.30296	-6.48555	-6.02768	-7.92374	-6.5531	-7.13808	-7.03469	-9.49833	-11.9953	-13.6365	-13.0217	-10.3157	-9.59994	-9.5039	-8.70238	-9.09766	-9.21291	-9.15109	-8.77864	-8.97747	-7.50032	-8.66796	-8.81711	-7.96783	-8.162	-8.71616	-8.00344	-8.37538	-8.24434	-7.6614	-8.52097
753	-2.01544	-5.36003	-6.28815	-4.30464	-4.08102	-4.39499	-5.25315	-4.27489	-6.58635	-6.03412	-7.93039	-6.20955	-7.13739	-6.82373	-9.78694	-12.0901	-13.8888	-13.034	-10.2285	-9.81461	-9.34236	-9.281	-8.7867	-9.07356	-9.03741	-8.72668	-8.91128	-7.38717	-8.48245	-8.86026	-8.40158	-8.24378	-8.76344	-8.08101	-8.46222	-8.10669	-7.51127	-8.29342
752	-1.28459	-4.96087	-5.91297	-3.85338	-3.66295	-4.42518	-4.72663	-4.39549	-6.23393	-5.85092	-7.62036	-6.22982	-7.21263	-6.71291	-9.70446	-12.0386	-13.5378	-12.7134	-10.255	-9.2928	-8.72184	-9.11066	-8.57942	-8.83368	-9.05707	-8.80939	-8.69615	-7.62001	-8.3828	-8.88822	-8.3519	-7.96246	-8.31817	-8.06442	-7.94974	-8.22698	-7.70478	-7.70169
751	-0.966645	-4.94444	-5.71658	-4.15909	-3.98589	-4.47529	-4.86142	-4.98495	-6.16915	-6.10904	-7.28254	-6.32294	-7.42577	-6.3034	-10.0189	-12.5732	-13.0551	-12.6977	-10.595	-9.59951	-8.87689	-9.69373	-8.54912	-9.1764	-8.90442	-8.77751	-8.83417	-7.79326	-8.27977	-8.90203	-8.55709	-8.31184	-8.56981	-8.22919	-7.94309	-8.04278	-7.92948	-7.87231
750	-1.74787	-4.68572	-6.62569	-4.62214	-4.04211	-4.69133	-5.32216	-4.96549	-6.0069	-5.91106	-7.12287	-6.80999	-8.18035	-6.82234	-9.9826	-12.6559	-12.633	-12.9794	-10.634	-9.83735	-9.18285	-9.84114	-8.74709	-9.40756	-8.74499	-8.78171	-9.03229	-7.88837	-8.59925	-8.92059	-8.47087	-8.37607	-8.24626	-8.45469	-7.93032	-7.63008	-7.90779	-7.92749
749	-2.10708	-4.40681	-6.66515	-4.52547	-4.08799	-4.44384	-5.16166	-5.32833	-6.10834	-5.87642	-7.22851	-6.66124	-7.91592	-7.30109	-9.80496	-12.5381	-12.8309	-12.4878	-10.1877	-9.58282	-8.97452	-9.32451	-8.91457	-9.22391	-8.84287	-8.90318	-8.40041	-8.02036	-8.15438	-8.59425	-8.8104	-8.71216	-8.02582	-7.79032	-7.82628	-7.35665	-7.78039	-7.90899
748	-2.24268	-4.07881	-6.75247	-4.42846	-4.62908	-4.57046	-4.95951	-5.5318	-5.65714	-6.17731	-7.0855	-7.12956	-7.80865	-7.69989	-9.57333	-12.4985	-12.8451	-12.1675	-9.95878	-9.26903	-8.72285	-9.37434	-9.18097	-9.33542	-8.82652	-8.9585	-8.30903	-8.40623	-8.1201	-8.20378	-8.76668	-8.69287	-8.17724	-7.55705	-7.63135	-7.00206	-7.67305	-7.55947
747	-2.45572	-4.39267	-6.68309	-4.66035	-4.07682	-4.64346	-4.86082	-5.3665	-5.52753	-6.49279	-6.6384	-7.71159	-7.53105	-7.58788	-9.28789	-12.2341	-12.5255	-12.4211	-10.5027	-8.89134	-8.98921	-9.1302	-9.27598	-9.19899	-8.63985	-8.60937	-8.24528	-8.70003	-8.2842	-8.33969	-8.5878	-8.96537	-8.29135	-7.44655	-8.20912	-6.43033	-7.75136	-7.68021
746	-2.7323	-4.81236	-6.68971	-4.27827	-3.58901	-4.63394	-4.87552	-5.14384	-5.53207	-6.1349	-6.76508	-7.56162	-7.44374	-7.04675	-9.09273	-11.8625	-12.1927	-11.6279	-10.4798	-8.60164	-8.60189	-8.36221	-8.71194	-8.42675	-8.865	-8.10524	-8.04821	-8.68452	-8.37176	-8.21499	-8.42847	-8.86885	-8.30577	-8.06917	-8.11951	-6.32453	-7.51171	-7.82626
745	-2.90883	-5.37322	-6.73783	-4.3734	-4.53711	-4.52649	-5.17697	-5.15332	-5.51762	-6.11323	-6.85789	-7.934	-7.58969	-7.54387	-9.30024	-12.0119	-12.1799	-11.5888	-10.9743	-8.84068	-8.65495	-8.2913	-8.99841	-8.66095	-9.03707	-8.63637	-7.84041	-8.6049	-8.51344	-8.34529	-8.47518	-8.88953	-8.78092	-8.12447	-8.18989	-6.50017	-7.14186	-7.677
744	-3.30872	-5.38907	-6.67375	-4.22396	-4.73613	-4.32111	-5.38654	-5.30607	-5.54306	-6.4055	-7.05648	-7.08935	-7.9189	-7.58388	-9.0285	-12.0779	-12.4908	-11.9073	-10.8855	-8.87457	-8.76536	-8.06375	-8.89984	-8.43835	-9.31851	-8.32102	-8.03742	-8.41883	-8.41531	-8.12456	-8.67088	-8.47691	-8.66901	-7.95624	-8.48876	-6.4099	-6.79205	-7.8988
743	-3.58158	-5.42697	-6.93754	-4.05793	-4.70987	-4.50738	-5.80103	-5.34565	-5.97279	-6.4657	-6.82056	-7.14546	-7.63896	-7.98284	-9.25998	-11.7228	-12.9312	-12.044	-10.6643	-8.84939	-9.08392	-7.77944	-9.20056	-8.31682	-9.46753	-8.57389	-7.81107	-8.48364	-8.3606	-7.83209	-8.39557	-8.12787	-8.50565	-7.79961	-8.3968	-6.35042	-7.25484	-8.41207
742	-2.6331	-4.87148	-5.79478	-3.80446	-3.66372	-3.83834	-4.98435	-4.74861	-5.58218	-5.74631	-6.28569	-6.31219	-6.77735	-7.31785	-9.10737	-11.178	-12.8267	-11.5423	-10.0612	-8.12561	-8.3436	-7.21244	-8.64045	-7.62491	-9.10323	-8.00996	-7.2239	-7.8974	-7.34854	-7.48885	-8.05582	-7.46526	-8.10338	-7.39626	-7.53151	-6.24022	-6.88033	-7.66501
741	-1.96193	-4.66312	-5.76481	-3.0019	-3.04814	-3.46312	-4.07727	-4.11521	-4.85096	-5.33759	-5.81615	-5.95897	-6.35855	-6.86524	-8.40185	-10.2499	-12.4737	-11.1756	-9.92118	-7.69912	-7.88773	-7.09149	-7.9036	-7.4971	-8.33583	-7.56836	-6.92643	-7.31938	-7.1624	-6.77092	-7.14067	-6.28054	-7.06134	-6.80494	-6.71078	-5.49334	-6.37953	-7.39694
740	-1.75385	-5.1474	-5.64802	-3.2214	-3.1032	-3.38838	-4.1667	-4.06422	-5.41223	-5.37816	-5.83473	-6.02346	-6.66523	-6.87478	-8.68246	-10.2457	-12.259	-11.5709	-10.0659	-8.09632	-8.01364	-7.00186	-7.85837	-7.71959	-8.23175	-7.8054	-6.99084	-7.47454	-7.33883	-6.85342	-7.50778	-6.46026	-7.12225	-7.04953	-7.14053	-5.79318	-6.55553	-7.63868
739	-1.33569	-5.47088	-5.44563	-2.95865	-3.07101	-3.05002	-3.8774	-3.9367	-5.38345	-5.37489	-5.85264	-5.42566	-6.82453	-6.44091	-8.19498	-9.86204	-11.9855	-10.9258	-9.70083	-7.84465	-7.44177	-6.96149	-7.86152	-7.59351	-8.20623	-7.9284	-6.64264	-7.2925	-7.45318	-6.40856	-7.5412	-5.96795	-6.79387	-6.81007	-6.91779	-6.30126	-6.6238	-7.24404
738	-1.02236	-5.38847	-6.12888	-3.42238	-3.36111	-3.52673	-3.85994	-4.08956	-5.52546	-5.81829	-5.79602	-6.06795	-7.00034	-6.97469	-8.82424	-10.0841	-12.0488	-11.2157	-9.56555	-8.16573	-7.60015	-7.30972	-8.11087	-8.23112	-7.99123	-8.1517	-6.89545	-7.04462	-7.41401	-6.20985	-7.65223	-6.18516	-6.63259	-6.51486	-6.99776	-6.37387	-6.97899	-6.99563
737	-1.57404	-5.28388	-6.70493	-3.11352	-3.60687	-3.6303	-4.17248	-4.50845	-6.36286	-6.23645	-5.69947	-6.75811	-7.45716	-7.0073	-8.58412	-10.4718	-12.3506	-11.5823	-9.26849	-8.61777	-7.98026	-7.88082	-8.46537	-8.17805	-8.47005	-8.34777	-7.29191	-7.03527	-7.96091	-6.28929	-8.01894	-6.22537	-6.68333	-7.07228	-7.35172	-6.33746	-7.60725	-7.32754
736	-1.18154	-4.83004	-6.80171	-2.68053	-3.59063	-3.48452	-3.76126	-4.14316	-6.17337	-5.73022	-5.62719	-6.97617	-6.96439	-6.56397	-8.12757	-10.2396	-12.2246	-11.0566	-8.88983	-8.74798	-7.73579	-7.65983	-8.26409	-7.85465	-8.03315	-8.30019	-7.32895	-6.89955	-8.02166	-6.0653	-7.4001	-6.09962	-6.16841	-6.6734	-6.71807	-6.05141	-7.5318	-7.10625
735	-0.905108	-5.44871	-7.08182	-2.8555	-3.74849	-3.72879	-3.57728	-3.97969	-6.01299	-5.82502	-5.42139	-6.93856	-6.92915	-6.3992	-7.86297	-9.69625	-12.0256	-11.0011	-8.68426	-8.51982	-7.51574	-7.9986	-8.15114	-7.63493	-8.23206	-8.2138	-6.89886	-6.76188	-7.92894	-6.514	-7.46405	-6.27835	-6.24735	-6.76913	-6.76281	-6.1963	-7.20422	-6.75497
734	-1.38227	-5.50129	-7.79672	-2.30875	-3.96506	-4.07171	-3.5724	-3.90063	-6.18211	-5.90127	-5.9386	-7.29271	-7.20053	-6.54132	-8.20006	-9.84941	-12.5857	-10.6986	-9.17702	-8.64952	-7.5791	-7.87414	-7.96599	-7.48312	-8.04992	-8.46163	-7.00053	-7.1782	-8.34046	-6.75605	-7.56714	-6.3721	-6.42056	-6.8199	-6.68138	-6.57826	-7.16527	-7.15404
733	-1.80251	-6.03952	-7.74107	-3.28864	-5.14311	-4.54726	-4.64647	-4.58645	-6.60896	-6.37113	-6.24875	-7.70993	-7.54353	-7.14729	-8.68739	-11.0918	-13.0634	-11.1018	-9.90953	-9.17519	-7.96096	-8.10881	-8.6896	-8.48214	-8.99935	-9.16353	-7.51289	-7.97113	-9.17732	-7.43388	-8.14781	-7.1825	-7.40814	-7.26806	-7.77573	-7.18044	-7.24516	-7.65754
732	-1.75403	-4.94468	-7.70023	-3.28278	-4.70396	-4.65321	-4.23142	-4.64464	-6.41202	-6.52882	-6.40428	-7.43714	-7.14078	-7.32467	-8.81131	-11.0577	-13.246	-10.4228	-9.81007	-8.99983	-7.69186	-8.00938	-8.57528	-7.91258	-8.80398	-8.56338	-7.20826	-7.76296	-8.88301	-7.03016	-8.19476	-7.18475	-6.9008	-7.26707	-7.56324	-7.45939	-7.3349	-7.61803
731	-2.6533	-4.85009	-8.07662	-3.70593	-5.11302	-5.09528	-4.4042	-4.97805	-6.36739	-6.41074	-7.02403	-7.62875	-7.40671	-8.23359	-9.33702	-11.426	-14.2521	-10.851	-10.0659	-9.64345	-8.28407	-8.49535	-8.62043	-8.54259	-9.05608	-9.08361	-7.60597	-8.13071	-8.79765	-7.70355	-8.75464	-7.49125	-7.56214	-7.62366	-8.23967	-7.8904	-7.68045	-8.07622
730	-2.80421	-5.15997	-8.28642	-3.35721	-5.35038	-4.8827	-4.50554	-5.32989	-6.45176	-6.61381	-7.24975	-7.52455	-7.34108	-8.37208	-9.15941	-12.1585	-14.6938	-11.658	-10.4793	-9.87503	-8.55619	-8.72712	-8.8404	-8.53057	-9.04475	-9.04774	-7.77154	-7.95311	-8.44452	-8.12854	-8.59698	-7.79261	-7.93603	-8.05856	-8.32407	-8.05488	-7.26529	-8.69419
729	-1.86244	-5.45853	-7.94709	-3.49545	-4.77695	-5.0296	-4.46115	-5.13489	-5.88573	-6.48184	-7.38657	-6.80376	-7.1102	-8.55166	-9.1155	-11.4668	-15.0746	-11.254	-10.4719	-9.31147	-8.34178	-8.52857	-8.47067	-8.00312	-8.99276	-8.67292	-7.49395	-7.8725	-8.25245	-8.44519	-8.34545	-7.83715	-7.86332	-7.69422	-8.16164	-8.38883	-7.05398	-8.66586
728	-1.9981	-5.82311	-7.59145	-3.89212	-4.86845	-5.15058	-4.56738	-5.48976	-5.88483	-6.54535	-7.48367	-6.99806	-6.53369	-8.81502	-9.61798	-11.2921	-14.968	-11.9131	-10.6883	-9.02205	-8.41515	-8.55957	-8.39074	-8.13805	-8.74874	-8.59052	-7.48027	-7.78759	-7.87848	-8.65871	-8.11632	-8.05423	-8.22596	-7.84871	-8.53106	-8.72843	-7.56737	-8.68215
727	-1.92185	-5.78036	-7.13614	-3.8801	-4.75852	-4.6304	-5.12012	-5.46675	-6.05855	-6.45049	-7.62174	-6.71831	-6.42456	-8.99885	-9.39989	-11.4838	-14.9832	-11.6935	-10.6243	-8.99493	-8.18968	-8.46198	-8.26702	-8.53926	-8.48714	-8.57333	-8.10945	-7.97743	-8.07375	-8.65709	-8.09479	-7.70497	-8.14212	-7.95812	-8.5121	-8.74148	-7.87721	-8.52228
726	-1.59454	-6.0395	-7.3981	-4.48614	-5.5747	-4.4714	-5.57829	-5.69251	-5.79395	-6.77303	-7.52942	-7.12852	-6.40327	-8.96646	-8.71265	-11.5297	-14.4055	-12.4586	-10.8053	-8.78203	-8.41228	-8.95992	-8.28714	-8.78136	-8.6771	-8.7796	-8.35452	-7.99905	-7.79137	-8.96376	-8.05562	-8.0366	-8.22676	-7.83272	-8.75203	-8.75351	-8.23103	-8.42763
725	-1.45419	-6.68497	-7.77634	-4.34926	-5.10529	-4.061	-5.1085	-5.33279	-5.32897	-6.85089	-7.33954	-7.03783	-6.1514	-9.15515	-8.51252	-11.251	-13.9355	-11.8814	-10.2167	-8.82314	-8.40532	-8.83588	-8.18463	-8.54947	-8.5097	-8.70628	-7.96875	-8.03675	-7.87034	-8.80281	-7.85014	-7.9389	-8.2797	-7.98567	-8.44581	-8.99296	-8.40971	-8.29626
