TITLE	10% S-JS for 6 hrs
DATA TYPE	CD SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	2025/11/20
TIME	17:51:08
SPECTROMETER/DATA SYSTEM	JASCO Corp., J-1500, Rev. 1.00
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	CD [mdeg]
Y2UNITS	LD [dOD]
Y3UNITS	HT [V]
Y4UNITS	ABSORBANCE
FIRSTX	  900.0000
LASTX	  300.0000
NPOINTS	     601
FIRSTY	     6.20964
MAXY	    14.40103
MINY	   -18.37549
XYDATA
Channel 1
646	-2.05911	-5.21151	-5.90586	-3.97775	-2.62094	0.270931	-0.516022	-1.69302	-2.57849	-2.83214	-2.37353	-2.38367	-1.97927	-2.47793	-4.42347	-4.6778	-6.20283	-5.16954	-3.94886	-2.46093	-4.32805	-2.9351	-3.42754	-2.71365	-3.04692	-2.26979	-1.66507	-2.32243	-0.966645	-0.945046	-1.45571	-1.74196	-1.14449	-1.29224	-1.87117	-1.58955	-1.15816	-1.85074
645	-2.10552	-5.18655	-5.95314	-3.56398	-2.75645	0.811396	-0.51143	-1.34654	-2.59186	-2.81701	-2.43666	-2.27214	-2.06682	-3.02429	-3.79366	-4.32727	-6.24313	-4.89263	-4.02097	-2.59068	-3.88545	-2.59849	-3.21645	-2.54247	-2.73167	-2.3164	-1.39507	-1.9105	-0.767553	-0.71371	-1.57641	-1.58887	-1.2584	-0.983019	-1.46132	-1.39431	-1.13516	-1.83256
644	-1.77251	-5.1014	-6.14817	-2.77903	-2.31892	0.876946	-0.319669	-0.903443	-2.15016	-2.40084	-2.34598	-2.02711	-2.12839	-2.74303	-3.18285	-4.23926	-6.15442	-4.24216	-3.50654	-2.72261	-3.68688	-2.65112	-2.87976	-2.65738	-2.26678	-2.58595	-1.48241	-1.97339	-0.898511	-0.766144	-1.51646	-1.45107	-1.14724	-0.698892	-1.06508	-1.16712	-1.00061	-1.52154
643	-1.73742	-4.81897	-6.18518	-3.09848	-2.45814	0.593507	-0.260428	-0.651453	-2.22786	-2.32485	-2.04447	-1.52382	-1.71709	-2.15068	-2.93661	-4.15045	-5.90655	-4.11898	-3.28213	-2.66628	-3.20241	-2.41181	-2.61147	-2.55397	-1.50287	-2.78236	-1.18251	-1.66708	-0.639528	-0.988695	-1.58908	-1.46263	-0.602523	-0.912745	-0.78816	-0.619426	-1.06074	-1.0114
642	-1.64625	-4.57266	-6.55342	-2.65722	-2.78359	0.687185	0.255753	-0.543724	-2.10235	-1.70846	-1.99823	-1.20566	-1.34776	-1.70581	-2.15172	-4.07096	-5.20748	-4.08117	-2.70257	-2.30999	-2.90339	-2.25972	-2.2552	-2.59273	-0.944563	-2.36934	-1.28494	-1.1197	-0.314737	-0.702413	-1.17787	-0.813141	-0.362016	-0.879626	-0.546995	-0.415261	-0.773527	-0.933048
641	-2.09705	-4.64975	-6.25789	-2.83319	-3.09951	0.419046	0.0206849	-0.57261	-1.68696	-1.66996	-1.91919	-1.06202	-1.62784	-1.48563	-2.04781	-4.30565	-5.10782	-4.14414	-2.33951	-2.17567	-2.61332	-1.72565	-2.08775	-2.21939	-0.56719	-2.24372	-1.04358	-1.01364	-0.709981	-0.781587	-1.15805	-0.56588	-0.570906	-1.21117	-0.800838	-0.409576	-0.883434	-0.694511
640	-1.76124	-3.86236	-5.504	-2.92161	-2.67297	0.619862	0.606203	-0.0799744	-1.46704	-1.37271	-1.20988	-0.739191	-1.28915	-1.2315	-1.65271	-4.29943	-4.83413	-3.98442	-1.82765	-2.08818	-2.20001	-1.26787	-1.45744	-1.96206	-0.600468	-1.94574	-0.250429	-0.78164	-0.669542	-0.509402	-0.666207	-0.594205	-0.646472	-0.801238	-0.38866	0.204663	-0.483261	-0.173435
639	-1.88542	-4.12243	-5.23355	-3.13318	-2.13932	1.49364	1.26539	0.0651553	-0.362231	-0.904591	-0.499953	-0.507501	-0.848511	-0.770098	-1.07793	-3.9052	-4.282	-3.93021	-1.77796	-1.84699	-1.7602	-0.760464	-1.11816	-1.70236	-0.0036109	-1.751	0.124776	-0.418103	-0.409326	-0.405707	-0.217603	0.0664609	-0.346628	-0.545788	0.341095	0.439189	-0.215704	-0.0454066
638	-2.0842	-4.0982	-4.70256	-3.28587	-2.07232	1.80116	1.52132	-0.175495	0.207062	-0.823498	-0.771843	-0.318751	-0.423971	-0.777144	-1.00401	-3.29638	-4.21666	-3.87206	-1.56751	-1.93878	-1.42865	-0.556364	-0.767072	-1.51209	0.0574206	-1.42113	-0.101316	-0.366666	-0.254102	-0.162341	-0.594995	0.131491	-0.520249	-0.276435	0.812103	0.649153	-0.243218	0.665716
637	-2.05687	-4.09468	-4.53634	-3.47271	-1.69632	1.6822	2.03999	0.0851917	1.0181	-0.171953	-0.456866	-0.0668434	-0.2275	-0.494357	-0.959508	-3.33778	-4.37072	-3.80246	-1.40282	-1.7936	-1.40949	-0.392403	-0.652441	-1.20833	0.520787	-1.02157	-0.14124	-0.477213	-0.110159	0.159411	0.222739	0.52862	-0.451724	-0.349672	0.813604	0.869483	-0.0563879	0.956188
636	-2.00173	-3.99867	-3.98801	-3.4731	-2.28657	2.12454	2.7956	0.38602	1.38565	0.024407	0.349504	0.319563	0.192451	0.229839	-0.831263	-3.00403	-3.8617	-3.40866	-0.96667	-1.24357	-0.821883	0.189615	-0.494705	-0.737916	0.957581	-0.408165	0.63251	-0.0634707	0.475841	0.434903	0.634945	0.981849	0.0912461	0.0803134	1.14706	1.56901	0.554803	1.35988
635	-2.13407	-4.13601	-4.15899	-3.35296	-2.02949	2.27186	2.8865	0.543702	2.02063	0.0148409	0.565067	0.205508	0.067936	0.33535	-0.864763	-2.16753	-3.49166	-3.25094	-0.437068	-1.00636	-0.833603	-0.0157301	-0.54554	-0.666526	0.736454	0.214819	0.931805	0.248636	0.476251	0.75461	1.12224	1.57829	-0.104389	0.422759	1.45365	1.32651	0.478257	1.47551
634	-1.52181	-3.55628	-3.73748	-3.27515	-1.86014	2.53634	3.07441	1.26	2.42967	0.572907	0.728276	0.664514	0.38628	0.452127	-0.738113	-1.2852	-3.04259	-3.23839	0.00845963	-0.791165	-0.352043	0.309221	-0.166488	-0.0443035	1.01947	0.529375	1.44121	0.815595	0.591255	1.13527	1.48157	1.74922	0.332372	1.06826	1.84061	1.53118	0.942514	1.91302
633	-1.52865	-3.31996	-2.87819	-2.81332	-1.26642	3.02753	3.42778	1.80388	2.81336	1.02041	1.06176	0.880209	0.881515	0.604465	-1.01296	-0.798296	-2.48175	-2.65318	0.140547	-0.606664	0.3136	0.452762	0.165202	0.548618	1.0672	1.13187	1.83732	1.38176	1.41581	1.43005	2.01536	2.26883	0.737878	1.66149	2.55469	1.78602	1.39649	1.9459
632	-1.14853	-3.37793	-3.04399	-2.79811	-1.58215	3.0853	3.48162	1.80776	2.83318	1.32662	1.06297	0.565201	1.22401	0.738028	-0.919294	-0.603598	-2.62315	-2.30571	0.19695	-0.406478	0.598229	0.724614	0.418164	0.710196	1.28363	1.44581	1.76554	1.72286	2.0567	1.71479	2.11869	2.51382	0.887813	1.70226	2.72295	2.10335	1.86624	2.27603
631	-0.814175	-3.4811	-2.78802	-2.77645	-1.80669	2.7551	3.88335	1.9456	3.33118	1.57736	1.13959	0.892926	1.51602	0.579195	-0.896812	-0.559569	-2.22084	-2.02152	0.52711	-0.140911	0.955499	0.916296	0.795684	1.15387	1.61166	1.68722	1.81911	1.82537	2.26597	1.82405	2.07445	2.41586	1.53767	2.42502	2.54548	2.14509	1.93974	2.39006
630	-0.468519	-3.86428	-3.0795	-2.70121	-2.16555	3.00133	4.03546	2.51758	3.13406	2.0102	1.66265	1.08345	1.22848	1.15072	-0.555401	-0.48991	-2.1802	-1.90166	0.858103	0.58584	1.21744	0.904899	0.501175	1.01774	1.9094	2.26845	2.41092	2.22319	1.94553	1.98948	2.24414	2.75569	1.78881	2.53587	2.6862	2.2459	2.23092	2.59966
629	-0.496813	-3.7404	-3.56902	-2.91623	-2.29466	3.53229	4.2701	2.53044	3.07021	2.69255	1.98427	0.988541	1.44938	1.39893	-0.309006	-0.224175	-1.92649	-1.75517	1.15818	0.821155	1.56619	1.17377	0.984474	1.13835	2.07886	2.34761	2.83424	2.33543	2.32143	2.02576	2.50609	3.11414	2.29031	3.19347	3.05055	2.56394	2.843	2.47326
628	-0.679476	-3.87824	-3.25226	-2.96819	-1.94994	3.40951	3.97237	2.57812	3.05696	3.07625	1.80335	1.20736	1.85955	1.44365	0.0151277	-0.213555	-1.47227	-1.39392	0.948702	1.21785	1.62134	1.28777	1.29844	1.58263	2.29466	2.56329	3.33791	2.9658	2.62556	2.17721	2.46241	3.31527	2.85	3.62407	3.03231	2.93663	3.35101	2.47507
627	-0.54114	-3.91201	-3.32507	-3.06801	-2.14721	3.39595	4.13437	3.01984	3.33567	3.18797	2.14975	1.71219	1.99637	1.83829	0.328037	-0.0649501	-1.44259	-1.41402	0.982925	1.2908	2.06293	1.50283	2.05229	1.93983	2.44342	2.99695	3.93997	3.31612	2.87278	2.69117	2.64452	3.64898	3.29539	4.1739	3.12959	3.30248	3.84863	2.8017
626	-1.1264	-4.07394	-2.93332	-3.23493	-2.03325	4.12638	4.20432	3.15764	3.21397	3.16517	2.35218	1.84145	2.63753	2.08048	0.612934	0.0219975	-1.48801	-0.956319	1.32442	1.61402	2.22854	1.87151	2.35536	2.26706	3.12288	3.27696	4.30067	3.55388	3.55709	3.16202	2.63067	3.45314	3.46618	4.50088	3.66677	3.62354	3.87392	3.17119
625	-0.844122	-4.30961	-3.45214	-3.33283	-2.37785	4.05756	4.21278	3.24242	3.30966	3.03425	2.50244	1.99267	2.53514	2.25551	1.21951	-0.37745	-1.82547	-0.800834	1.30937	1.80049	2.28391	1.76249	2.75715	2.20886	3.14906	3.44408	4.7217	3.4699	3.63697	3.07125	2.98589	3.68346	3.43063	4.47922	3.37878	3.76227	4.11764	3.36724
624	-0.701842	-4.21242	-3.91891	-3.21249	-2.02359	4.56886	5.03322	3.73662	4.19951	3.38053	2.82028	2.97837	2.52538	2.69532	2.13869	0.111235	-0.729352	-0.0159865	1.82877	2.26831	2.77934	2.35586	3.18489	2.68317	3.61441	3.77317	5.26098	4.03251	3.86763	3.70934	3.28917	4.56719	4.49947	4.82518	3.99321	3.95834	4.52958	4.06262
623	-0.995662	-4.00538	-3.6775	-3.09334	-1.90586	5.1561	5.322	3.95504	4.3708	3.47463	3.37092	3.16543	3.04308	2.96542	2.5647	0.495425	-0.520756	0.251682	2.27592	2.43336	2.78845	2.77581	3.74205	3.13246	3.998	4.14304	5.50584	4.74986	4.50699	3.71878	3.94069	4.99797	4.58168	4.81189	4.02437	4.26128	4.55673	4.80505
622	-0.631324	-4.61844	-3.72092	-3.03124	-1.71757	5.27217	5.36377	4.43768	4.16134	3.50821	3.47341	3.43057	3.2707	3.33152	3.1484	0.890676	-0.397487	0.458983	2.71935	2.80498	3.07279	2.99936	4.29781	3.41446	3.97795	4.43287	6.18187	5.05931	5.16231	4.24341	4.35924	5.39658	5.0946	5.0936	4.54127	5.30686	4.97559	5.22246
621	-1.13742	-4.53257	-3.41393	-2.72847	-0.980337	5.71174	5.76367	5.45612	4.9408	3.43481	4.0262	4.22414	3.82853	3.96552	3.43167	1.30386	0.510311	1.37569	3.15968	3.00391	3.88752	3.77588	4.84102	3.72597	4.32284	4.90068	6.39868	5.98556	5.63908	4.60743	4.85305	5.69362	5.51585	5.84335	5.20355	5.53783	5.34801	5.57554
620	-0.860127	-4.62042	-3.3134	-2.4628	-0.651882	6.33612	6.3364	5.89045	5.59006	3.8135	4.74951	4.9281	4.70483	4.39028	3.77362	1.75488	1.48154	1.96308	4.06809	3.93393	4.72217	4.34842	5.72137	4.54276	4.84389	5.48335	7.02364	7.38657	6.1362	5.41651	5.44122	6.21531	6.28111	6.38432	5.78974	6.30624	5.58593	6.55611
619	-0.7602	-4.40796	-3.97075	-2.3422	-0.454292	6.78151	6.58028	6.37085	5.85822	3.97279	4.90571	4.71244	4.94999	4.4108	3.85169	2.39574	2.00726	2.23304	4.45713	4.37826	5.42239	4.86166	5.75054	4.88945	5.02428	5.7758	7.15762	7.56028	6.67795	5.98766	5.82195	6.87125	6.6408	6.64009	6.41917	6.75903	5.85062	7.04041
618	-0.881668	-4.37427	-4.70864	-3.20144	-0.0990833	6.74706	6.86912	6.42014	6.01569	4.2377	4.96078	4.84831	5.18051	4.71023	4.3633	2.1544	2.42147	3.1244	4.91492	5.11818	5.95142	4.92358	5.91849	4.82725	5.30284	5.95086	7.5166	7.6948	7.16402	6.28497	6.42896	7.07882	7.30574	6.73141	7.24232	7.68086	6.59061	7.26212
617	-0.483129	-4.14351	-4.59791	-3.18353	0.455439	7.84447	8.07935	7.06116	6.36189	5.45963	5.95727	5.35263	6.37154	6.19276	5.3325	2.93693	3.38977	4.23731	5.46745	5.78029	6.78756	5.85457	6.51802	5.63806	6.13825	6.42566	8.19458	8.71167	8.33986	7.54367	7.29376	7.83932	8.64461	7.37233	8.05152	8.83135	7.15005	8.3491
616	-0.680373	-4.64622	-4.63745	-3.4394	0.549146	7.988	8.22701	7.33973	6.23453	5.94052	6.15244	5.45728	7.20132	6.56352	4.57045	3.6757	3.53714	4.21551	5.69433	6.49996	7.13094	6.10994	6.91704	6.16098	7.15062	7.12556	8.89199	9.15357	8.82363	8.03846	8.04991	8.39524	8.79405	8.20245	8.49252	9.07622	7.54029	8.72245
615	-0.611085	-4.70671	-4.95148	-3.45362	1.05774	8.7364	8.67772	8.41706	6.82663	6.72232	6.6894	5.84178	7.89931	7.51016	5.41361	4.59021	4.29595	4.39821	6.27794	6.97435	8.02452	6.68487	7.65164	6.76924	7.53708	8.14087	9.76742	9.92965	9.74856	9.25479	8.93773	8.96818	9.735	9.36621	9.577	9.91389	8.83237	9.70395
614	-0.933647	-4.03061	-5.43582	-3.52618	1.1623	9.64497	9.96988	9.13626	7.76948	7.55656	7.60345	6.7793	8.42785	8.06545	5.85406	5.25446	5.30625	5.52563	6.79708	7.93013	9.1523	7.40383	8.46568	7.4335	8.67156	8.9307	10.722	10.3069	10.8259	10.4043	9.7207	9.58357	10.741	9.93595	10.3298	10.326	9.54484	10.6133
613	-1.02314	-3.43618	-5.6774	-3.70387	1.64194	10.3118	10.6463	9.434	8.17955	8.81962	8.48741	7.49565	9.17664	9.00196	7.17795	5.74338	6.77552	6.27238	7.66782	8.8326	9.99364	8.20085	9.43172	8.22778	9.78048	9.66028	11.6115	11.0836	11.4179	11.3944	10.6084	10.4701	11.7742	10.6477	11.1606	11.2163	10.6579	11.2719
612	-0.478267	-3.04468	-5.55384	-3.59517	2.26173	10.7645	11.6683	10.6809	9.10735	9.67239	9.2134	8.24418	10.0363	10.0137	8.24759	6.86115	7.82939	7.4146	8.54666	9.72122	10.8969	9.6507	10.4129	9.21448	11.139	10.6906	12.691	11.6899	12.507	12.5647	11.6128	11.3207	12.8135	11.5229	12.6011	12.2017	11.9336	12.567
611	-0.59412	-2.7936	-5.36823	-3.7861	2.84923	11.9811	12.5241	11.5976	9.90535	10.7462	10.3549	9.36784	10.7227	10.9863	9.87474	7.73592	8.8661	8.18185	9.32159	10.7845	11.688	10.3363	11.7263	10.5639	12.6753	11.7799	13.808	12.3911	13.4107	13.8129	12.8405	12.1478	13.7732	12.838	13.5933	13.3428	12.9785	13.5555
610	-0.524992	-2.96824	-5.24853	-3.1433	2.88238	13.2078	13.596	12.6661	11.6055	11.7295	11.6538	10.4998	11.2415	11.8529	10.8032	9.11746	9.98217	8.68432	10.1814	11.5826	12.7268	11.5298	12.584	11.4474	13.7	13.0862	14.7004	13.8132	14.3666	14.8225	13.6494	13.5428	14.7322	13.871	14.527	14.462	13.7785	14.4627
609	-0.856148	-3.12615	-5.50156	-2.76325	3.22961	13.9411	14.4416	13.8812	12.5329	12.4981	12.4658	11.8178	11.7401	12.3889	11.513	9.98199	10.8892	9.8292	11.3585	12.7441	13.7046	12.9992	13.6577	12.8975	14.5836	14.1586	15.8603	14.6767	15.2022	15.8124	14.5966	14.4781	15.4789	15.2121	15.9236	15.0455	14.8037	15.5275
608	-0.640462	-3.72008	-5.8018	-2.95855	3.67577	15.6742	15.7571	14.7777	13.5885	13.4086	13.8005	13.1832	11.8964	13.1938	12.8323	11.1998	11.9228	10.9456	12.7372	13.6885	14.2967	13.9177	14.68	13.8776	15.3702	15.3292	17.2977	15.9823	16.3332	16.8323	15.6212	15.2587	16.4911	15.9655	16.8253	16.3072	15.854	16.589
607	-0.901505	-3.46565	-5.57225	-3.14021	4.4589	16.4493	16.7694	15.7687	14.3283	14.2759	14.8067	14.4672	12.9353	13.7066	14.2141	12.2345	13.407	12.1328	13.9346	15.0177	15.6056	15.2707	16.0025	15.0031	16.4971	16.0312	18.4055	16.7991	17.0353	17.5538	16.8295	16.8308	17.4199	17.2417	17.8888	17.692	16.8834	17.7253
606	-0.687791	-3.72087	-5.61743	-2.85632	5.44239	17.9742	17.8419	16.4201	15.9883	15.7296	16.4131	15.9347	14.3064	15.4785	15.9853	13.7414	14.7383	14.0492	15.0951	16.3943	16.6303	17.0837	17.1914	16.5245	18.013	17.4709	19.8748	18.4924	18.1998	18.8444	18.5596	18.3417	19.1519	18.4856	19.1394	19.2907	18.5524	19.3798
605	-0.629124	-4.017	-5.37345	-2.65675	6.12868	19.4642	19.0111	17.7708	17.6744	17.4012	17.462	17.4639	15.6822	16.6239	16.9257	15.1941	15.674	15.1946	16.5326	18.0859	17.7854	18.8428	18.8669	17.9565	18.9484	19.4559	21.675	20.3812	20.0362	20.4129	20.3889	20.3033	20.3567	20.2981	20.8473	21.1979	20.2815	21.6931
604	-0.0293731	-3.5873	-5.26414	-2.41042	6.73661	21.3592	20.4595	19.0596	19.2769	19.0073	18.9555	19.1837	17.22	18.2859	18.5933	16.5088	16.8131	16.7236	18.1304	19.7355	19.3447	20.1322	20.5489	19.5564	20.6034	21.269	23.7472	22.2413	21.7833	22.1171	22.0493	22.1704	22.2068	22.0786	22.4651	22.7984	22.1506	23.1183
603	-0.414483	-4.01013	-5.65472	-2.71717	6.8112	22.5761	21.8471	20.2182	21.3673	19.9091	20.3074	20.4561	18.7002	19.5771	19.3042	17.6378	17.7822	18.4685	19.645	20.5354	20.6702	21.2456	21.7056	20.4832	21.5901	22.433	25.1024	24.1328	22.9559	22.8451	23.422	23.5768	23.3274	23.6237	23.7373	24.0884	23.6746	24.4728
602	-0.363369	-3.97089	-5.62818	-2.94227	7.67293	24.1153	23.21	22.1818	22.7501	21.6812	21.8265	21.9146	20.6982	21.119	21.1391	19.2717	19.5577	20.4331	21.7693	21.9267	22.4756	23.3715	23.7203	22.3583	23.2978	24.2887	26.9845	26.0857	24.8173	24.9423	25.4654	25.3433	24.8567	25.4996	24.9432	26.1766	25.7316	26.213
601	-0.337948	-3.56859	-5.37701	-2.83226	8.73827	26.051	24.8894	24.22	24.3586	23.8425	23.7855	23.3011	22.7829	22.6173	23.1514	21.5999	21.6034	22.0245	23.3504	24.1222	23.8286	25.2126	25.2546	23.9476	24.9181	26.2409	28.992	27.9855	26.6639	27.087	27.7117	27.41	27.3399	27.5026	26.6647	28.1723	27.9224	28.1839
600	-0.793916	-3.16746	-5.30399	-3.07431	10.052	27.6903	26.8323	26.1734	26.6948	25.8587	25.4302	25.1579	24.9192	24.7836	24.7135	23.3918	23.4972	24.343	24.5896	25.6004	25.8242	27.2134	27.5226	25.7735	27.0142	27.6223	30.8087	30.5382	28.7726	29.1974	29.6384	29.8645	29.5093	29.4525	28.7724	30.045	29.8165	30.3747
599	-0.750209	-3.17117	-5.50606	-3.10705	11.0234	29.5341	28.7941	28.1994	28.9985	27.8588	27.4616	27.0762	26.8297	27.0988	26.4466	25.5095	25.6673	26.6234	26.7419	27.7767	28.0094	29.0639	29.2474	28.3434	28.8011	30.0609	33.0092	32.9051	31.5011	32.0466	32.0703	31.6437	31.9914	31.6804	31.2927	32.2857	32.2526	31.8249
598	-0.241763	-3.16887	-4.77979	-2.84229	12.4402	31.7357	31.3411	30.7975	31.3015	30.198	29.7548	29.3539	29.5321	29.4235	28.7317	27.585	28.0945	29.0441	29.478	29.8921	30.6852	31.4455	31.6498	31.0062	30.9628	32.7173	35.8205	35.6471	34.7258	34.5594	34.5051	34.3297	34.95	34.3252	33.8218	34.6478	34.8019	34.3228
597	-0.418667	-2.87695	-4.94264	-3.51195	13.5652	34.0743	34.1228	33.7203	33.7457	32.5749	32.0093	31.4617	31.9471	31.6216	31.3633	30.3754	30.2938	31.4125	32.0731	32.385	33.1953	33.7654	33.7403	33.4788	33.5257	35.106	38.2711	38.3055	37.3878	37.3501	36.768	36.9517	37.706	36.5416	36.6066	37.055	37.2658	36.6726
596	-0.798569	-3.45033	-5.2042	-4.31166	14.8004	36.6363	36.5081	36.4586	35.9155	35.2136	34.9374	33.8222	34.475	34.4683	33.9374	33.2383	32.9629	34.0159	35.2042	35.2458	35.8302	36.2086	36.1597	36.5314	36.0305	37.7131	41.5234	41.0432	40.1607	40.369	39.2543	39.5101	40.2122	38.8215	39.6419	39.666	39.4352	38.953
595	-1.16739	-3.71435	-4.86741	-4.49097	16.3217	39.0331	39.0666	39.181	38.472	38.3346	37.4804	36.455	36.5703	37.1441	36.4998	36.0904	36.1583	36.6185	37.3097	37.6642	38.3342	39.2296	38.7723	39.3877	38.7294	40.4624	44.4608	43.9909	43.3654	43.5059	41.865	42.6026	43.3528	41.8897	42.4471	42.4121	42.0232	41.5531
594	-0.652028	-3.37933	-4.22433	-3.89326	18.9386	42.455	43.1305	42.963	42.4699	42.1733	41.258	40.2212	39.9868	40.8027	39.8403	40.3639	39.626	40.1723	41.0087	41.5927	42.184	42.5504	42.4164	43.2254	42.5367	44.0383	48.7806	47.8526	48.1263	47.7619	46.0255	46.9374	47.7454	45.3652	46.8261	45.8914	45.9804	45.1518
593	-0.359304	-3.5641	-4.35818	-3.96658	21.57	45.6785	47.16	46.8319	46.4524	45.9962	44.6707	44.025	43.861	44.287	43.2825	43.2028	42.9887	44.0851	44.8584	45.0061	46.0636	46.1508	46.5264	46.9694	46.1354	47.4782	52.8547	51.8614	52.223	51.4203	49.6824	50.8739	51.3703	49.1574	50.6061	49.3994	49.5055	48.7538
592	-0.237162	-3.45838	-4.19612	-3.86041	23.8647	48.9811	51.1111	50.5828	50.0217	49.284	48.4416	47.8198	47.5678	48.0246	47.385	47.1949	46.1596	47.4542	48.6772	48.791	49.799	49.3419	49.8201	50.3243	49.6428	51.5486	56.9898	55.5829	56.0411	54.9833	53.1946	55.0136	55.1548	53.3022	54.3233	52.9461	53.2421	52.1797
591	0.37757	-3.17256	-3.50876	-3.76814	26.751	52.8242	55.5181	54.8039	54.4837	53.3178	52.4956	52.0204	51.7863	51.5636	51.9105	50.7444	49.6015	51.374	52.3678	52.7584	53.4817	53.1683	53.6947	54.0232	53.7506	55.0312	61.4085	59.8227	60.0556	59.0647	56.8862	59.1814	58.644	57.4636	58.1903	56.7681	57.2278	56.6987
590	0.165285	-2.79931	-4.3765	-4.19884	29.1488	57.342	59.7141	58.5353	58.7723	57.502	55.5862	55.5155	54.7737	55.3382	55.3215	54.6458	53.3671	54.6164	55.7986	56.1455	56.8818	56.376	56.6626	57.0228	57.0867	58.3327	65.4792	63.9481	63.5938	63.2114	60.5887	62.9634	62.0042	60.8171	61.8882	60.4819	60.8437	60.2682
589	0.403526	-3.14189	-4.36796	-3.95689	31.7598	61.1472	64.2691	62.9265	62.9348	61.5915	60.0205	59.6063	58.8577	59.609	59.1551	58.3307	57.7596	58.645	59.3226	59.6781	60.2682	60.2549	60.7013	60.7247	61.0713	61.5876	70.2245	68.4652	67.582	66.9255	64.4387	66.6606	65.863	65.0791	65.6366	64.7088	64.7648	64.0306
588	-0.00154989	-3.06548	-4.42395	-3.68406	34.8575	65.7937	69.5106	67.8158	67.8424	65.9563	64.5788	63.4969	63.4824	63.7868	63.7705	62.4955	62.104	63.1077	63.2145	64.1766	64.4294	64.9105	64.4837	64.3256	65.2532	65.5422	74.848	72.7515	71.7893	71.0898	69.0228	70.5607	70.0388	69.6653	69.4581	68.883	68.9811	68.507
587	0.218633	-2.8601	-4.56007	-3.79836	38.2837	71.1396	75.1451	73.2278	72.4197	70.2501	69.2715	67.8694	68.2315	68.0502	68.3956	66.6666	65.5021	67.195	67.55	69.0407	68.0128	68.448	68.21	68.1889	68.7602	69.2838	79.2408	77.0521	76.5163	75.4281	73.5759	74.3659	74.1001	73.7965	73.3744	72.5175	73.292	72.7175
586	-0.518289	-3.40585	-4.95425	-4.03144	41.4289	75.2673	79.9652	77.7156	76.6139	74.3105	73.0505	71.6674	71.8213	71.5052	72.8073	69.8821	68.8101	70.5496	71.0595	72.1545	71.0239	71.8999	71.9317	71.3431	71.9099	72.0333	83.5709	80.7994	79.91	78.68	76.8211	77.5362	77.789	77.3369	76.6197	75.8284	76.5503	75.9941
585	-0.0364993	-2.97581	-5.15637	-4.10657	44.1162	80.7798	85.3056	82.2972	81.1217	78.9737	77.4832	75.8013	75.8296	75.2663	76.6592	74.025	72.879	74.0949	74.9909	76.0104	74.9717	75.4495	74.8499	74.5853	75.9884	75.2533	87.5881	84.9888	84.1682	82.6437	81.0863	81.4168	81.4062	81.3399	80.2786	79.7151	80.2187	80.0246
584	-0.0605899	-3.34771	-4.7657	-4.09797	47.1709	86.0029	89.8705	86.9324	85.1384	82.6446	81.4741	79.3484	79.2813	79.091	80.1023	77.6294	76.2855	77.4281	78.5941	79.4171	77.8588	79.1962	78.1788	77.7953	79.1174	78.3084	91.9346	88.665	87.7977	86.1652	84.8738	84.6159	84.5929	84.531	83.888	83.5945	83.0853	83.2771
583	-0.125829	-2.9243	-5.61947	-4.13513	50.2617	90.8825	94.5245	91.9892	89.1972	87.0229	85.4238	82.7083	83.1385	82.3325	83.0586	81.1078	79.9971	81.1124	81.6291	82.2391	81.1321	81.9127	81.3039	80.7022	82.1461	81.4564	95.4885	92.3123	91.6281	89.7139	88.5623	88.321	88.1904	87.7937	86.9713	86.278	86.228	86.4444
582	-0.604579	-3.31731	-5.30673	-3.92005	53.5366	95.4905	99.2087	96.9951	93.3649	90.631	89.2374	86.5067	86.9629	85.5959	86.7876	84.0664	83.2988	84.1748	84.8704	85.4157	84.1789	85.0316	84.576	83.5428	84.9687	84.5262	99.3807	95.827	94.4513	92.6763	91.7473	91.6616	91.0715	91.1113	90.1168	89.4469	88.9712	89.4775
581	-0.321707	-2.88998	-5.18757	-4.21893	57.9589	100.621	103.717	101.711	97.8554	94.2379	92.9297	90.5862	90.3204	89.013	90.086	87.459	85.4016	86.9821	87.8512	88.5233	87.5851	87.8632	87.1754	86.6285	87.3801	86.9468	102.581	98.88	98.371	95.956	95.3382	94.926	94.1039	93.9651	92.9832	91.7985	91.8199	91.8671
580	-0.0904229	-3.03078	-4.87478	-3.64502	60.839	104.834	107.375	105.471	101.101	97.345	95.8968	93.5426	92.4143	91.6041	92.29	90.0233	88.0524	89.0343	90.0627	90.4544	89.575	89.328	89.3542	89.3101	88.8466	88.4575	104.933	101.471	100.647	98.1332	97.09	97.5145	95.8027	95.9755	94.9792	94.2806	93.7569	93.5463
579	-0.116493	-2.99177	-4.79419	-3.71785	63.5978	108.12	110.786	108.51	104.512	100.328	98.0316	95.8916	94.5147	93.7452	94.2132	91.641	90.3785	90.8446	91.5645	92.1323	91.2173	90.6061	91.2065	90.7965	90.1476	89.6042	107.029	103.815	102.348	99.5637	98.4441	99.8008	97.4258	97.2286	96.6568	96.3067	95.2748	94.8988
