TITLE	40% R-JS18 hrs 20 min
DATA TYPE	CD SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	2025/11/11
TIME	12:24:39
SPECTROMETER/DATA SYSTEM	JASCO Corp., J-1500, Rev. 1.00
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	CD [mdeg]
Y2UNITS	LD [dOD]
Y3UNITS	HT [V]
Y4UNITS	ABSORBANCE
FIRSTX	  700.0000
LASTX	  300.0000
NPOINTS	     401
FIRSTY	    -5.16492
MAXY	    14.27378
MINY	    -6.08601
XYDATA
Channel 1
	0	20	40	60.0167	80.0167	100.033	120.033	140.033	160.05	180.05	200.05	220.067	240.067	260.067	280.083	300.083	320.083	340.1	360.1	380.1	400.117	420.117	440.133	460.133	480.133	500.15	520.15	540.15	560.167	580.167	600.167	620.183	640.183	660.183	680.2	700.2	720.217	740.217	760.217	780.233	800.233	820.233	840.25	860.25	880.25	900.267	920.267	940.267	960.283	980.283	1000.28	1020.3	1040.3	1060.32	1080.32
452	-2.59268	-1.2024	-3.80426	-2.23508	-3.75365	-4.53231	-5.4788	-5.00968	-4.86735	-5.99733	-5.73495	-6.55035	-7.50127	-6.47549	-7.26614	-6.6232	-7.21242	-7.53858	-7.06944	-7.84216	-7.77556	-8.07522	-7.47004	-8.41657	-7.00297	-8.38727	-7.76783	-8.56499	-8.30296	-8.02223	-8.00184	-8.84621	-8.50794	-8.36952	-8.51123	-7.52009	-8.11806	-8.39672	-8.78	-8.34701	-8.01176	-7.9539	-7.79603	-8.08453	-7.76616	-7.5909	-8.21317	-7.63686	-8.5483	-7.89719	-7.78258	-7.30348	-7.71958	-7.75788	-7.3902
451	-2.47028	-1.12819	-3.87089	-2.41285	-3.56297	-4.41195	-5.21194	-4.80578	-4.94394	-5.81362	-5.33725	-6.1421	-7.1199	-6.53678	-7.04397	-6.46669	-6.9981	-7.00772	-6.9763	-7.81369	-7.66332	-7.81738	-7.17813	-8.44127	-7.12299	-8.10005	-7.36446	-7.94187	-8.29037	-7.73185	-7.7307	-8.64145	-8.03866	-8.16535	-8.29916	-7.07297	-7.65403	-7.95141	-8.53779	-8.25534	-7.78907	-7.87203	-7.62645	-7.79423	-7.53663	-7.11944	-7.8027	-7.31639	-8.02567	-7.66994	-7.80181	-7.13625	-7.22337	-7.77788	-7.34226
450	-2.43858	-1.09336	-3.75378	-2.2588	-3.25083	-3.98632	-4.73877	-4.36862	-4.37024	-5.30466	-5.13402	-5.78707	-6.22331	-6.27384	-6.71137	-6.06997	-6.41011	-6.50078	-6.38221	-7.53775	-7.05195	-7.44476	-6.57424	-7.68584	-6.63676	-7.64343	-7.17213	-7.18708	-7.65054	-7.59003	-6.94526	-8.27519	-7.38936	-7.57443	-7.56734	-6.60927	-7.18995	-7.52121	-8.13716	-7.83647	-7.42056	-7.4207	-7.24798	-7.28309	-6.86679	-6.76804	-7.01241	-6.79877	-7.42459	-7.24893	-7.26829	-7.0941	-6.50807	-7.04389	-6.66811
449	-2.59621	-1.36211	-4.02074	-2.86202	-3.12301	-3.81733	-5.01044	-4.36107	-4.38649	-5.16368	-5.19252	-5.52638	-6.40634	-6.04639	-6.62848	-6.2175	-6.46749	-6.15501	-6.19691	-7.43898	-7.11367	-7.36151	-6.63755	-8.15627	-6.72046	-7.85156	-7.43352	-7.04843	-7.47983	-7.48535	-6.95712	-8.1594	-7.48057	-7.56927	-7.71021	-7.10588	-7.36791	-7.40365	-8.03616	-8.06548	-7.57968	-7.47081	-7.1565	-7.37051	-6.80176	-7.08139	-6.89218	-6.87505	-7.37598	-7.22777	-7.41875	-6.85147	-6.85461	-6.86931	-6.80938
448	-2.01649	-0.816142	-3.48732	-2.63235	-2.72288	-3.21242	-4.27871	-3.96783	-3.80844	-4.95193	-4.44519	-5.01214	-5.58193	-5.55136	-6.22089	-5.3965	-6.16806	-5.71327	-5.77331	-6.82282	-6.20075	-6.75305	-5.82834	-7.54611	-5.96154	-7.11245	-6.6797	-6.52751	-7.07336	-7.01956	-6.426	-7.56919	-6.91116	-7.22122	-7.21285	-6.4244	-6.42008	-6.65124	-7.14511	-7.44523	-7.0258	-6.7392	-6.64261	-6.5768	-6.32215	-6.16408	-6.09246	-6.2735	-6.55071	-6.37996	-6.90232	-6.33696	-6.25771	-6.33961	-5.97217
447	-1.92717	-0.961097	-3.08369	-2.69249	-2.26609	-2.87515	-4.00144	-3.83837	-3.66473	-4.7882	-4.25233	-4.9354	-5.5888	-4.95184	-5.85302	-5.34266	-6.04937	-5.45949	-5.62009	-6.4557	-5.90201	-6.12645	-5.6005	-7.31451	-5.91373	-6.78049	-6.39798	-6.49033	-6.64615	-6.87109	-6.31996	-7.33377	-6.68477	-7.06498	-6.91914	-6.16828	-6.04232	-6.35432	-6.87228	-6.9901	-6.34875	-6.61013	-6.4528	-6.28521	-6.13032	-5.85198	-5.61338	-5.78689	-6.15213	-6.10899	-6.59488	-6.19628	-5.94689	-5.99887	-6.02568
446	-1.85466	-0.625158	-3.07077	-2.73969	-2.40695	-2.55599	-3.8852	-3.77545	-3.72253	-4.81891	-4.32412	-4.60385	-5.47171	-4.74513	-5.39761	-5.24906	-5.74579	-5.34963	-5.19503	-6.25172	-5.72441	-5.88232	-5.40168	-7.05411	-5.956	-6.37196	-6.22306	-6.19769	-6.47702	-6.28074	-6.30633	-7.11964	-6.21348	-6.76636	-6.54564	-6.39773	-5.98121	-6.24037	-6.45328	-6.88214	-6.24777	-6.37415	-5.99303	-5.91739	-5.9901	-5.7417	-5.56832	-5.85524	-6.12858	-5.55581	-6.29121	-6.04835	-5.74761	-5.69664	-5.92887
445	-1.74735	-0.637711	-2.71123	-2.33024	-2.23341	-2.27581	-3.58454	-3.46177	-3.70108	-4.72757	-4.37175	-4.52775	-5.42076	-4.87635	-5.13976	-4.89115	-5.45316	-5.03146	-4.82748	-6.01887	-5.36705	-5.7121	-5.27473	-6.60946	-5.85658	-5.89118	-6.11387	-6.24253	-6.20359	-6.20712	-5.9624	-7.02648	-6.17418	-6.76938	-6.33333	-6.02446	-5.68727	-5.88707	-6.02211	-6.62249	-5.8665	-6.25286	-6.08018	-5.52383	-5.71807	-5.8448	-5.60935	-5.79793	-5.67522	-5.26342	-6.08379	-5.74868	-5.25811	-5.49597	-5.76479
444	-1.58976	-0.499661	-2.7757	-2.09591	-2.17584	-2.30997	-3.7369	-3.3357	-3.88833	-4.52422	-4.45337	-4.67991	-5.70279	-4.91042	-4.90177	-4.73475	-5.26207	-5.28229	-4.77863	-6.15857	-5.45977	-5.65728	-5.06221	-6.13148	-5.63281	-5.69942	-5.96018	-5.82636	-5.93894	-5.9863	-5.59955	-6.77817	-5.88485	-6.51581	-6.25462	-5.81187	-5.44285	-5.82039	-5.80992	-6.19148	-5.46785	-6.30157	-5.94719	-5.49891	-5.58456	-5.68558	-5.3002	-5.73681	-5.35677	-5.57906	-5.73571	-5.62826	-4.99721	-5.08358	-5.80725
443	-1.46267	-0.561892	-2.29096	-1.77134	-1.82184	-2.32464	-3.46915	-3.15197	-3.79723	-4.22096	-4.24446	-4.15774	-5.36667	-4.76063	-4.60815	-4.48454	-5.03032	-5.2392	-4.5463	-5.92219	-5.25055	-5.30779	-4.77916	-5.78936	-5.21669	-5.48744	-5.55754	-5.46709	-5.54484	-5.68542	-5.27029	-6.39854	-5.39674	-6.24617	-5.98745	-5.53742	-5.02929	-5.79932	-5.50234	-5.66718	-5.1568	-5.9303	-5.87827	-5.05463	-5.41453	-5.57622	-5.17799	-5.30093	-5.09797	-5.18533	-5.36048	-5.28126	-4.69356	-4.74841	-5.88024
442	-1.62511	-0.543593	-2.23608	-1.93703	-1.61922	-2.15367	-3.34122	-3.29692	-3.92936	-4.1315	-3.97505	-4.17175	-5.48181	-4.74044	-4.44656	-4.46023	-4.91052	-5.15032	-4.29636	-5.56628	-4.96119	-5.26547	-4.58464	-5.72844	-5.31559	-5.1428	-5.41215	-5.49247	-5.26498	-5.27458	-5.40263	-6.46618	-5.3939	-6.28633	-5.98819	-5.59031	-4.97814	-5.53048	-5.42441	-5.37797	-4.98173	-5.67276	-5.60502	-4.69848	-5.06317	-5.32967	-5.12102	-4.848	-4.90706	-4.98823	-5.18848	-5.0867	-4.9985	-4.70069	-5.5317
441	-1.48881	-0.306849	-2.15281	-1.62974	-1.48295	-2.40731	-3.32955	-3.19521	-3.6915	-4.00306	-3.93676	-4.17531	-5.19009	-4.72132	-4.46088	-4.2647	-4.58711	-5.33308	-4.13894	-5.32546	-4.75012	-5.00478	-4.61156	-5.40994	-5.4183	-4.76524	-5.17237	-5.29752	-5.03868	-4.86284	-5.10802	-6.42896	-5.04446	-6.07503	-5.76532	-5.32559	-4.95296	-5.37813	-5.21821	-5.11127	-4.67501	-5.5004	-5.53911	-4.47625	-5.12707	-5.24528	-4.81317	-4.77214	-4.99232	-4.7099	-4.7916	-4.89189	-4.78786	-4.37101	-5.27823
440	-1.68733	-0.0780937	-2.14392	-1.36265	-1.27823	-1.96681	-3.16506	-3.03304	-3.5398	-3.93551	-4.05588	-4.02792	-5.02654	-4.57514	-4.24179	-3.99694	-4.24763	-5.05722	-3.83463	-5.08006	-4.62996	-4.70911	-4.42959	-5.07196	-5.13755	-4.45321	-4.8078	-5.19787	-4.64218	-4.65236	-4.73856	-6.09842	-5.15665	-5.76824	-5.27555	-5.07026	-5.07654	-5.20824	-4.93537	-4.93314	-4.27064	-5.09332	-5.56507	-4.29404	-4.78635	-4.7914	-4.54095	-4.64107	-4.50563	-4.50734	-4.4346	-4.77489	-4.42953	-4.34459	-4.85557
439	-1.64515	-0.346412	-1.7283	-1.54395	-1.12823	-2.09229	-3.35349	-2.90254	-3.38012	-3.38249	-3.92505	-3.67179	-4.75195	-4.34536	-3.89369	-3.81758	-4.07648	-4.85642	-3.7722	-4.91914	-4.38045	-4.70152	-4.14202	-4.79901	-4.75682	-4.26554	-4.76248	-4.86169	-4.40017	-4.3334	-4.52397	-5.78369	-5.10425	-5.67402	-5.06657	-4.84257	-4.91828	-4.84825	-4.78534	-4.55581	-4.13312	-5.01658	-5.3677	-4.13143	-4.5133	-4.67578	-4.31244	-4.33946	-4.27947	-4.43813	-3.85419	-4.52567	-4.03095	-4.16636	-4.47855
438	-1.69421	-0.317958	-1.51906	-1.43097	-1.60678	-2.26763	-3.13217	-2.89663	-3.44101	-3.17642	-3.78084	-4.16683	-4.53919	-4.47049	-4.07582	-3.53211	-3.8886	-4.65903	-3.66235	-4.75221	-4.12914	-4.64267	-4.17386	-4.75193	-4.74663	-4.17814	-4.53986	-4.73243	-4.17393	-4.39723	-4.29512	-5.63481	-4.83276	-5.29517	-5.24079	-4.8862	-4.86004	-5.0771	-4.82592	-4.39077	-4.12753	-4.66372	-5.1872	-4.23353	-4.2129	-4.66915	-4.40791	-4.2745	-4.02974	-4.35195	-3.75095	-4.2412	-3.94168	-3.90764	-4.33543
437	-1.36421	-0.171784	-1.3281	-1.62486	-1.70967	-2.40115	-2.87547	-2.71704	-3.15225	-2.91595	-3.44699	-3.91303	-4.14182	-3.87835	-4.16184	-3.48815	-3.51467	-4.50298	-3.43452	-4.40023	-3.86792	-4.65131	-3.91752	-4.2435	-4.41106	-3.78636	-4.46039	-4.21507	-3.86997	-3.96258	-3.95206	-5.07442	-4.38711	-4.68289	-4.84654	-4.65591	-4.51814	-4.59874	-4.70774	-4.06296	-4.12099	-4.54145	-4.77289	-3.90784	-4.10991	-4.04951	-4.04831	-3.75479	-3.85101	-4.20716	-3.56617	-3.82238	-3.62567	-3.58052	-4.00189
436	-1.6008	-0.283349	-1.14743	-2.14	-1.5684	-2.55189	-2.57008	-2.72327	-2.96994	-2.80141	-3.39455	-3.60869	-3.6785	-3.61346	-4.09003	-3.27053	-3.42699	-3.97077	-3.42157	-4.16545	-3.59613	-4.24095	-3.60757	-4.28326	-4.40469	-3.66656	-4.37549	-3.89611	-3.68059	-3.78293	-3.7062	-4.77719	-4.17374	-4.27304	-4.41993	-4.13593	-4.48131	-4.45274	-4.65279	-3.91261	-4.03224	-4.21916	-4.45065	-3.91074	-4.29722	-3.77079	-3.89298	-3.35275	-3.74309	-3.99437	-3.52882	-3.58791	-3.72405	-3.53887	-3.67184
435	-1.48348	-0.587573	-1.37695	-1.75174	-2.00555	-2.19046	-2.3477	-2.50906	-2.68756	-2.54943	-3.15182	-3.52575	-3.36872	-3.38041	-3.89545	-3.05753	-3.25644	-3.63173	-3.15548	-3.63128	-3.19182	-3.97067	-3.14284	-3.8225	-4.08418	-3.42557	-4.16294	-3.71692	-3.28364	-3.51376	-3.50292	-4.55489	-4.27259	-3.843	-4.10081	-3.98691	-4.19204	-3.83739	-4.34491	-3.69541	-4.01635	-3.98825	-4.21774	-3.84464	-3.90386	-3.48919	-3.47153	-3.09074	-3.54109	-3.43287	-3.19253	-3.1947	-3.4437	-3.13774	-3.26587
434	-1.32856	-0.627808	-1.34917	-1.37863	-1.97652	-2.20794	-2.27383	-2.25892	-2.26907	-2.34853	-3.07606	-3.37665	-3.07437	-2.96854	-3.74722	-2.75769	-2.87444	-3.27219	-3.01067	-3.51089	-3.01746	-3.61363	-3.09743	-3.60204	-3.69167	-3.09621	-3.94768	-3.41226	-3.0345	-3.39935	-3.08403	-4.19822	-4.12468	-3.81088	-3.83654	-3.6508	-4.11586	-3.54262	-3.91045	-3.70465	-3.78276	-3.79438	-3.65359	-3.78008	-3.71957	-3.1293	-3.19783	-3.01272	-3.31301	-3.17678	-3.14963	-2.90713	-3.03941	-2.80344	-2.91256
433	-1.19111	-0.597791	-0.965562	-0.946036	-1.81025	-1.6738	-2.04577	-2.10039	-1.9594	-1.74996	-2.56284	-3.04419	-2.67567	-2.58727	-3.2522	-2.5108	-2.79515	-2.86526	-2.66706	-3.1199	-2.90163	-3.30793	-2.86516	-3.24612	-3.09306	-2.7205	-3.53769	-3.12247	-2.73518	-3.01633	-2.87831	-3.72617	-3.7907	-3.41693	-3.56537	-3.20147	-3.77183	-3.23714	-3.46853	-3.31172	-3.70829	-3.52755	-3.32035	-3.34905	-3.22522	-2.82156	-3.18189	-2.9107	-2.87547	-3.02201	-2.94281	-2.32636	-2.62335	-2.57841	-2.50032
432	-1.4289	-0.514806	-0.540972	-1.04917	-1.59221	-2.22692	-2.08825	-2.29204	-1.99423	-1.66761	-2.36813	-2.9414	-2.7328	-2.58978	-3.06079	-2.54842	-2.62377	-2.88615	-2.57807	-3.01808	-2.8176	-3.26763	-2.84616	-3.2174	-3.00046	-2.63518	-3.60019	-3.1152	-2.88225	-2.96156	-2.63215	-3.62346	-3.3933	-3.29513	-3.6023	-2.97926	-3.2799	-3.01131	-3.37303	-3.12141	-3.59697	-3.35803	-3.12021	-3.09489	-3.28142	-2.7944	-3.26205	-2.64717	-2.83176	-2.911	-2.96801	-2.31038	-2.75993	-2.42815	-2.43169
431	-1.44438	-0.239837	-0.933751	-0.638936	-1.37203	-2.29857	-1.79252	-1.99286	-1.89038	-1.60587	-2.19968	-2.74897	-2.47119	-2.41484	-3.04337	-2.34925	-2.46192	-2.66265	-2.46824	-3.03599	-2.59195	-3.13808	-2.87482	-3.25288	-2.74192	-2.69616	-3.33387	-2.9308	-2.67246	-2.76526	-2.54982	-3.42212	-3.09809	-3.19151	-3.31031	-2.97687	-2.96365	-3.16057	-3.0145	-3.13631	-3.61655	-3.13223	-2.81796	-3.01636	-3.29264	-2.80094	-3.21365	-2.74016	-2.83883	-2.61643	-2.83745	-2.35219	-2.69096	-2.4185	-2.50641
430	-1.56379	-0.247297	-0.836424	-0.826241	-1.27958	-2.52164	-1.75893	-1.89323	-1.71737	-1.83312	-1.93558	-2.6365	-2.4658	-2.46158	-2.95881	-2.30195	-2.636	-2.59505	-2.59449	-3.08304	-2.7489	-3.08653	-2.87676	-3.05922	-2.36559	-2.60391	-3.37791	-2.9813	-2.96846	-2.96013	-2.70706	-3.45138	-3.18621	-3.20182	-3.27621	-2.82726	-3.03495	-2.90845	-2.94492	-3.21298	-3.59694	-3.09524	-2.74323	-2.76278	-3.3819	-2.65564	-3.22732	-2.78452	-2.98585	-2.65975	-2.97411	-2.47225	-2.90444	-2.57755	-2.48941
429	-1.97078	-0.344831	-0.911956	-0.692929	-0.869269	-2.35677	-1.67696	-2.04247	-1.53205	-1.91529	-1.71588	-2.56922	-2.55448	-2.3641	-2.70771	-2.25141	-2.72113	-2.36429	-2.52363	-2.88197	-2.76331	-3.14649	-2.90851	-2.96583	-2.20588	-2.62137	-3.20757	-3.16991	-2.85922	-2.91956	-2.5485	-3.2566	-3.42607	-3.23099	-2.95769	-2.7362	-3.29525	-2.71896	-3.00696	-3.15051	-3.33721	-2.96908	-2.59812	-2.76402	-3.25928	-2.62922	-3.10378	-2.79087	-2.87004	-2.31011	-2.76222	-2.4729	-2.6713	-2.39156	-2.42753
428	-1.7473	-0.31472	-0.99273	-0.428736	-0.614303	-2.00882	-1.9534	-1.73609	-1.43991	-1.74944	-1.4352	-2.27926	-2.25679	-2.26952	-2.51694	-2.03063	-2.57734	-2.2728	-2.32849	-2.45987	-2.83487	-2.82187	-2.92727	-2.59156	-1.87261	-2.46855	-2.80469	-3.16498	-2.65888	-2.61985	-2.47388	-3.21525	-3.23879	-2.90472	-2.88945	-2.44084	-2.92446	-2.62218	-2.76329	-2.88471	-3.20813	-2.93071	-2.29083	-2.47455	-2.80676	-2.49597	-2.71551	-2.80424	-2.64675	-1.82957	-2.49404	-2.49238	-2.60383	-2.11947	-2.15125
427	-1.94895	-0.141231	-1.01157	-0.665873	-0.604052	-2.25193	-2.01051	-1.96296	-1.7893	-2.04643	-1.61408	-2.28133	-2.38111	-2.28079	-2.31428	-2.19466	-2.62272	-2.24265	-2.24163	-2.6527	-3.1962	-3.16472	-3.09861	-2.57213	-2.09863	-2.55793	-2.93825	-3.1988	-2.75219	-2.85736	-2.47011	-3.14887	-3.4016	-3.13478	-2.98467	-2.66369	-3.1001	-2.72487	-2.68008	-3.19011	-3.17765	-3.05551	-2.31909	-2.3529	-2.76091	-2.57315	-3.06785	-2.99725	-2.64963	-2.04648	-2.5473	-2.73844	-2.63158	-2.25372	-2.14714
426	-2.23736	-0.0347282	-0.979604	-0.90604	-0.246027	-2.23288	-2.17233	-1.87417	-1.86795	-2.14754	-1.69139	-2.26917	-2.4015	-2.38754	-2.3437	-2.13276	-2.60145	-2.30152	-2.47011	-2.6412	-3.16434	-3.12552	-3.24355	-2.82255	-2.36691	-2.67418	-3.08372	-3.22469	-2.71861	-2.85216	-2.35963	-3.01214	-3.1783	-3.05204	-3.03384	-2.5276	-3.13266	-2.61836	-2.75333	-3.22348	-3.1886	-3.1619	-2.32405	-2.33051	-2.7558	-2.61189	-3.07094	-2.81644	-2.84553	-2.06453	-2.31468	-2.81675	-2.38166	-2.21303	-2.0712
425	-2.44173	-0.114401	-0.865634	-1.30738	-0.508238	-2.49996	-2.38249	-2.14358	-2.13551	-2.34941	-1.83036	-2.21738	-2.62914	-2.51129	-2.25653	-2.26604	-2.75563	-2.32955	-2.6565	-2.6536	-3.07838	-3.3026	-3.08388	-2.86862	-2.4305	-2.63088	-3.19937	-3.20413	-2.83878	-3.18573	-2.53895	-3.07756	-3.10597	-2.87605	-3.03288	-2.62811	-3.26276	-2.58504	-3.10849	-3.37973	-3.11277	-3.08008	-2.71791	-2.53254	-2.74003	-2.76869	-2.9629	-3.0847	-3.05051	-2.11331	-2.32498	-3.06836	-2.68091	-2.45113	-2.35352
424	-2.40819	-0.578955	-1.47055	-1.71603	-1.02211	-2.57821	-2.46093	-2.13992	-2.45185	-2.53323	-2.20071	-2.50236	-2.74761	-2.86567	-2.66802	-2.40105	-2.97677	-2.57076	-2.98546	-2.66053	-3.31842	-3.39906	-3.16973	-2.87612	-2.68773	-2.98049	-3.53221	-3.27889	-3.07815	-3.29599	-2.85356	-3.095	-3.47405	-3.01999	-3.11315	-2.9688	-3.49808	-2.71521	-3.307	-3.73733	-3.1357	-3.09099	-2.94227	-2.57911	-2.9405	-3.01934	-2.99945	-3.22843	-3.05533	-2.25821	-2.51849	-3.33558	-2.65229	-2.60448	-2.42423
423	-2.33598	-0.770034	-1.50135	-1.81793	-1.35177	-2.57529	-2.33469	-1.85744	-2.37097	-2.43508	-2.41517	-2.41453	-2.91569	-3.01039	-2.63944	-2.56683	-2.83354	-2.73386	-3.16002	-2.89709	-3.3489	-3.41974	-2.99093	-2.85972	-3.11654	-3.08594	-3.42501	-3.22112	-3.1303	-3.19002	-2.87604	-3.01783	-3.6365	-2.95135	-3.22609	-3.31088	-3.63647	-2.49183	-3.46275	-3.49783	-3.11414	-3.03159	-2.93169	-2.74229	-2.86742	-3.12861	-2.87329	-3.24497	-2.9703	-2.32376	-2.58088	-3.05585	-2.55364	-2.52742	-2.5838
422	-2.32194	-0.596738	-1.33825	-1.75245	-1.23489	-2.43173	-2.26053	-1.75326	-2.01676	-2.26629	-2.51779	-2.3791	-2.66464	-2.61287	-2.50801	-2.46607	-2.62894	-2.62489	-3.03293	-2.77666	-3.33629	-3.43782	-2.4973	-2.70579	-2.88018	-3.04599	-3.29043	-3.12573	-2.88429	-2.94073	-2.49739	-2.80365	-3.47013	-2.85744	-3.19591	-3.09121	-3.33864	-2.39473	-3.11668	-3.32984	-3.24309	-2.85772	-2.89922	-2.69576	-2.51258	-3.01563	-2.60359	-2.98386	-2.93126	-2.27814	-2.59835	-2.89564	-2.48951	-2.4983	-2.48945
421	-2.2304	-0.536492	-1.23757	-1.77001	-1.22899	-2.32174	-2.29008	-1.5768	-1.998	-2.06043	-2.61068	-2.31781	-2.31415	-2.77556	-2.37889	-2.60332	-2.55141	-2.57885	-2.89281	-2.5754	-3.08774	-3.33408	-2.47709	-2.74595	-2.9167	-2.816	-3.24488	-2.83251	-2.74682	-2.89638	-2.51735	-2.69137	-3.41829	-2.54852	-3.24526	-3.11671	-3.20337	-2.41404	-2.98003	-3.26303	-3.11868	-3.06799	-2.78509	-2.76037	-2.34831	-2.88386	-2.58473	-2.81925	-2.72244	-2.20364	-2.33568	-2.75928	-2.42569	-2.35895	-2.41805
420	-2.17038	-0.503889	-1.00164	-1.67748	-1.0334	-2.35104	-2.12488	-1.44266	-2.06254	-1.9295	-2.66182	-2.28193	-2.26265	-2.68484	-2.29134	-2.46093	-2.32351	-2.62899	-2.99687	-2.73281	-3.04336	-3.17573	-2.47887	-2.50244	-2.94941	-2.75207	-3.17207	-2.71074	-2.66548	-2.86728	-2.64454	-2.57642	-3.10876	-2.68521	-3.35844	-3.03412	-3.14631	-2.45166	-2.99168	-3.11725	-2.83742	-3.06389	-2.78171	-2.70461	-2.46405	-2.5525	-2.61645	-2.62604	-2.77604	-2.3625	-2.36154	-2.79281	-2.25825	-2.41392	-2.20138
419	-1.97644	-0.607176	-0.764853	-1.5116	-1.08083	-2.29118	-1.99747	-1.37118	-1.98054	-1.64586	-2.47129	-2.16406	-1.91853	-2.64483	-2.47949	-2.29297	-2.13119	-2.69469	-3.03562	-2.47478	-2.85574	-2.99129	-1.96176	-2.61772	-2.75293	-2.68827	-2.97342	-2.36124	-2.44639	-2.67003	-2.56368	-2.35239	-3.10307	-2.59401	-3.1005	-3.03874	-2.87835	-2.48433	-2.87294	-3.04108	-2.69724	-2.85083	-2.62451	-2.54391	-2.38412	-2.54668	-2.30654	-2.62997	-2.74321	-2.18887	-2.21231	-2.6211	-2.19335	-2.08115	-2.23869
418	-2.02012	-1.01463	-0.950119	-1.52521	-1.42952	-2.23362	-1.92686	-1.48366	-1.91801	-1.79071	-2.42781	-2.32885	-2.08015	-2.85627	-2.35251	-2.59608	-2.27013	-2.94115	-2.96375	-2.45502	-2.97042	-3.15089	-2.06254	-2.76639	-2.79711	-2.71727	-2.83056	-2.40955	-2.58687	-2.78098	-2.88489	-2.55591	-3.19092	-2.715	-3.0541	-3.44297	-2.87381	-2.78705	-2.77464	-2.97158	-2.71671	-2.8699	-2.71136	-2.76871	-2.36503	-2.63777	-2.49381	-2.75547	-2.89884	-2.22227	-2.34111	-2.69815	-2.36477	-2.34394	-2.3958
417	-1.83074	-0.969384	-0.705746	-1.34951	-1.00613	-1.91808	-1.62311	-1.38449	-1.7115	-1.75823	-2.42756	-2.11119	-1.56782	-2.68415	-2.37318	-2.23262	-1.8148	-2.6379	-2.666	-2.39153	-2.8654	-2.89094	-1.95558	-2.45849	-2.67029	-2.697	-2.5222	-2.27131	-2.35599	-2.54724	-2.67612	-2.40724	-3.15381	-2.64678	-2.86278	-3.26741	-2.38854	-2.62901	-2.40199	-2.72113	-2.56017	-2.71109	-2.54214	-2.67048	-2.434	-2.46541	-2.43781	-2.45691	-2.70605	-1.9101	-2.09643	-2.37877	-2.16378	-2.16638	-2.03042
416	-1.86044	-1.02266	-0.580489	-1.13203	-0.830666	-1.76546	-1.37654	-1.50801	-1.41087	-1.80017	-2.18437	-2.0498	-1.4669	-2.52807	-2.14716	-2.33149	-1.86601	-2.712	-2.4462	-2.45062	-2.65032	-2.89766	-1.98832	-2.36521	-2.54517	-2.51667	-2.2292	-2.23878	-2.30416	-2.37924	-2.56191	-2.33963	-3.07935	-2.68985	-2.95795	-3.16536	-2.30112	-2.68444	-2.25745	-2.44837	-2.70342	-2.67327	-2.41913	-2.84817	-2.14806	-2.47678	-2.44137	-2.32956	-2.483	-2.02142	-2.13491	-2.39996	-2.34684	-1.97595	-2.01966
415	-2.00437	-1.29029	-0.419481	-1.07008	-0.693128	-1.71853	-1.60347	-1.84801	-1.48651	-1.82091	-2.1782	-2.11653	-1.34502	-2.49417	-2.12966	-2.18668	-1.71835	-2.73948	-2.40911	-2.29412	-2.70721	-2.94807	-2.1375	-2.26342	-2.47008	-2.34128	-2.31985	-2.29409	-2.3121	-2.69707	-2.8008	-2.58309	-2.98264	-2.68101	-2.93904	-2.89401	-2.2551	-2.79203	-2.23351	-2.30346	-2.6271	-2.899	-2.51452	-2.68668	-2.2312	-2.42259	-2.51246	-2.33528	-2.53858	-2.06109	-2.02122	-2.36579	-2.2459	-2.11874	-2.07222
414	-1.84684	-1.50212	-0.513949	-1.16806	-0.919698	-1.65713	-1.82303	-1.77253	-1.59908	-1.55176	-1.95406	-1.72486	-1.29209	-2.48549	-2.23164	-2.10249	-1.59439	-2.85925	-2.29144	-2.25733	-2.58635	-2.87154	-2.18188	-2.45935	-2.39601	-2.28096	-2.50329	-2.11739	-2.23539	-2.6375	-3.03809	-2.53547	-2.92204	-2.67642	-2.85332	-2.7984	-2.30175	-2.54096	-2.21584	-2.29143	-2.64459	-2.94416	-2.51481	-2.51148	-2.25049	-2.33937	-2.31944	-2.18185	-2.35778	-1.95397	-1.8918	-2.38745	-2.18183	-2.10881	-1.86243
413	-1.76999	-1.57016	-0.889587	-1.35622	-0.956995	-1.64124	-1.94723	-1.7629	-1.72358	-1.80718	-1.95023	-1.71424	-1.38877	-2.4335	-2.12749	-2.01066	-1.42008	-2.61861	-2.44094	-2.22786	-2.56359	-2.8208	-2.30097	-2.31135	-2.2876	-2.11222	-2.43183	-2.0182	-2.30887	-2.57662	-3.02624	-2.59009	-2.99643	-2.64179	-2.71068	-2.61709	-2.45538	-2.40539	-2.31182	-2.31414	-2.54351	-2.73285	-2.5369	-2.34079	-2.16614	-2.44464	-2.23236	-2.32485	-2.44846	-1.92512	-1.71073	-2.43933	-2.02755	-2.10782	-2.07658
