TITLE	100% R-JS for 6hrs
DATA TYPE	CD SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	2025/11/14
TIME	17:45:34
SPECTROMETER/DATA SYSTEM	JASCO Corp., J-1500, Rev. 1.00
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	CD [mdeg]
Y2UNITS	LD [dOD]
Y3UNITS	HT [V]
Y4UNITS	ABSORBANCE
FIRSTX	  700.0000
LASTX	  300.0000
NPOINTS	     401
FIRSTY	    -6.43526
MAXY	     5.68291
MINY	    -9.83073
XYDATA
Channel 1
470	-0.919237	-0.0888163	-1.69682	-1.60325	5.67611	6.28182	6.12912	6.04517	6.8372	6.77508	6.5469	7.32533	6.64196	6.1415	7.1264	6.56229	9.63466	10.1092	12.3441	15.4161	15.1315	15.7805	17.8708	18.1378	18.4359	18.7231	18.5234	19.4555	20.5094	19.9803	21.3733	22.0411	21.1022	19.5895	20.7008	20.9172	21.0155
469	-1.11847	-0.365609	-1.72822	-1.80948	6.00554	6.05218	5.95018	5.64441	6.63335	6.33765	6.67847	7.1516	6.37515	5.99225	6.73704	6.80119	9.34533	9.83088	12.0225	14.7552	14.6658	15.3131	17.5064	17.5337	18.3328	18.3611	18.1422	18.4982	19.4343	19.5269	21.1894	21.6029	20.8493	19.6337	20.6925	20.7569	20.8861
468	-0.815637	-0.252097	-1.56609	-1.78513	5.48042	6.14426	5.63662	5.52338	6.90041	6.57425	7.07672	7.19762	6.42496	6.35434	7.04745	6.65724	9.47845	10.2311	12.2546	14.2532	15.0818	15.1915	17.4087	17.7356	17.9798	18.2394	18.285	18.5008	19.2478	19.416	21.0616	21.611	20.97	20.1385	20.6603	21.1633	20.7859
467	-0.661453	-0.403287	-1.56296	-1.75216	5.24698	5.58927	5.53626	5.33626	6.54439	6.60947	6.94298	6.86356	5.68198	5.89908	6.80862	6.47717	9.53282	9.9287	11.9871	14.186	14.5959	15.0876	17.3225	17.5476	17.6754	18.2543	18.1237	18.0007	18.9128	18.9398	20.6731	21.4879	20.694	20.1607	20.6099	20.978	20.6979
466	-0.32567	-0.0548515	-1.15711	-1.51918	5.17813	5.60687	5.84627	5.28571	6.47945	6.70339	6.55666	6.75892	5.96098	6.05815	6.87167	6.86004	9.74134	9.87449	12.1584	14.0725	14.7641	14.9368	17.5231	17.5499	17.6234	18.5943	18.3465	18.1113	19.1816	19.1666	20.6528	21.7516	20.8132	20.0602	20.9657	20.5457	20.9264
465	-0.448788	-0.184414	-0.878974	-1.44863	4.68527	5.05743	5.93358	5.3669	5.65586	6.39558	6.01907	6.63058	5.71481	5.65446	6.53703	7.16289	9.07026	9.91214	12.2765	13.5427	14.2498	14.6283	17.2913	17.5222	17.6529	18.4071	18.3919	18.3181	18.6028	18.9515	20.1808	21.4831	20.5109	19.931	20.9026	20.2946	20.6877
464	-0.620145	-0.109062	-0.67829	-1.32985	3.98188	4.40965	5.95661	5.22139	5.02393	5.62707	5.50805	6.0335	5.37309	5.57553	5.92701	7.09334	8.76014	10.1289	12.0613	13.1568	13.6664	14.8245	17.3573	17.6259	17.846	18.2353	18.3633	18.2109	18.7212	19.0892	20.0158	21.5149	20.2715	20.1285	20.6768	20.0381	20.6939
463	-0.680373	-0.486928	-0.642957	-1.31062	3.27624	4.27649	5.64454	4.89348	4.67435	5.24155	4.97674	5.39779	4.83739	5.54407	5.48877	6.8135	8.30828	9.8675	11.7051	12.2814	13.4665	14.6415	16.8176	17.3237	17.9506	17.8803	18.1216	18.2062	18.2154	18.5458	19.7923	21.3356	19.5464	19.7146	20.0539	20.0022	20.3026
462	-0.496108	-0.668013	-0.710032	-1.14144	2.64896	3.93491	5.2964	4.51984	4.04976	4.38881	4.58794	4.86259	4.15226	5.28505	4.83669	6.39606	7.80102	9.26485	11.5651	12.0694	12.9851	14.4072	16.5558	16.6115	17.4444	17.9735	17.1587	17.5808	17.5942	18.2821	19.7255	20.547	19.0871	19.2205	19.7252	19.8638	20.0986
461	-0.326346	-0.504644	-0.720342	-1.0263	1.92306	3.52617	4.89462	4.09257	3.89581	3.74537	4.04657	4.15401	3.88673	4.99261	4.58199	5.99908	7.33746	9.20391	11.4046	11.8848	12.9481	14.5629	16.1561	16.4173	17.3038	17.5419	17.1362	17.5556	17.6452	18.1768	19.5747	20.6285	19.0237	18.7651	19.4647	19.6078	19.9521
460	-0.321331	-0.4493	-0.721201	-1.02178	2.07955	2.71111	4.47473	3.73745	3.17421	3.26679	3.69731	3.76491	3.54902	4.45235	4.17028	5.59517	7.0522	8.72219	11.0566	11.5402	12.6521	14.2237	15.7415	15.5859	17.0947	17.6359	16.7049	17.7937	17.7987	17.9811	19.2123	20.1116	18.4565	18.506	19.6605	18.9271	19.8643
459	-0.668915	-0.39794	-0.734062	-0.668931	2.06512	2.33565	3.90215	3.23342	2.68695	2.63848	3.37785	3.4732	3.38097	3.80063	3.77848	4.92659	6.32959	8.0004	10.495	11.2606	12.8395	13.9183	15.5125	15.2384	16.6553	17.3157	16.4187	17.8105	17.6233	17.6181	18.9172	19.8631	18.1746	17.9465	19.3059	18.2237	18.9989
458	-1.00356	-0.490629	-0.861506	-0.418383	1.6397	1.53393	3.24816	2.44931	2.49679	2.12154	3.09146	2.68216	2.68942	3.03372	3.0589	4.26108	5.52997	7.88506	9.61368	10.9383	12.4942	13.962	14.9484	14.8261	16.3915	16.7745	16.0324	17.3961	16.9644	17.4739	18.3095	19.1216	17.7309	17.5793	18.1718	18.0139	18.2628
457	-0.69857	-0.415092	-0.751461	-0.205439	1.39173	1.48423	2.83302	2.09194	2.19245	1.77192	2.88401	1.88487	1.76622	2.73042	2.39703	3.74467	5.23491	7.32021	9.17379	10.6738	12.172	13.7278	14.873	14.8699	16.2889	16.3577	15.574	16.7373	16.9942	17.1782	18.0015	18.7456	17.285	17.4398	18.0054	17.8237	18.0563
456	-0.595163	-0.354596	-0.765875	0.0981747	1.18061	1.07396	2.17683	1.78383	1.87668	1.35048	2.39731	1.49075	1.33346	2.52516	2.27142	3.45361	4.94848	6.96321	9.13493	10.3775	12.1486	13.1783	14.6073	14.5014	15.7413	16.268	15.5372	16.5344	16.7481	16.8913	17.5075	18.0383	17.0912	17.1268	17.809	17.3502	17.5794
455	-0.681892	-0.256441	-0.779202	-0.058522	0.882707	0.675584	1.13102	1.34696	1.40602	1.10367	1.80467	1.47236	1.1715	1.71907	1.54175	2.57342	4.3861	6.23111	8.28457	10.128	11.6362	12.5748	14.0272	14.087	14.8918	15.6263	14.9972	15.6233	16.2184	16.2777	16.82	17.0445	16.2543	16.1071	17.0208	16.405	16.9416
454	-0.712033	0.1574	-1.00865	-0.18879	0.844818	0.0270911	0.581618	1.05196	0.852307	0.994994	1.37587	0.972539	0.721976	1.48044	1.32589	1.95194	4.29151	5.86304	8.1589	9.77356	11.8014	11.689	13.605	13.6875	14.541	14.9414	14.8074	15.1255	15.532	15.8858	16.3379	16.5641	15.9157	15.3455	16.247	15.5304	16.4432
453	-0.902886	-0.23006	-1.17098	-0.466371	0.386041	-0.711253	0.177474	0.722615	0.0231738	0.487509	0.628014	0.585739	0.216417	0.567156	0.883416	1.20022	3.47593	5.39807	7.66286	9.17996	10.6891	11.4747	12.7538	12.8588	13.8469	14.1334	14.3185	14.4389	14.9081	15.0827	15.6413	15.5815	14.7375	14.3871	15.6111	14.672	15.6918
452	-0.962989	-0.374841	-1.11954	-0.483308	-0.394667	-1.37538	-0.265998	0.134684	-0.242193	-0.0532383	0.346125	-0.0417706	-0.225394	-0.418347	0.350298	0.756925	2.94714	4.87822	6.98395	8.66341	10.1574	10.9377	12.0528	12.5732	13.6528	13.6473	13.6066	13.8876	14.1974	14.4958	14.8923	14.8614	14.0984	13.5649	14.6079	14.2809	15.362
451	-0.846778	-0.314781	-1.19788	-0.559822	-1.02092	-1.6867	-0.780352	-0.165589	-0.561635	-0.669424	-0.274359	-0.680949	-0.6338	-0.601037	-0.211868	0.481326	2.76124	5.04555	6.87079	8.75059	9.37904	10.393	11.655	12.1734	13.1866	12.9306	12.9636	13.1215	13.497	14.2074	14.2734	14.1701	14.1179	12.9539	13.8676	13.8265	14.7186
450	-0.561717	-0.333498	-1.31732	-0.928599	-1.92649	-2.24003	-1.18727	-0.47337	-1.52065	-1.23774	-0.969486	-1.05224	-1.03368	-0.848294	-0.514726	-0.0599294	2.43382	4.64056	6.67326	8.18313	8.67598	10.2432	11.1614	11.5559	12.4745	12.4959	12.5624	12.5426	12.9552	13.5825	13.3874	13.2556	13.5945	12.7068	13.3846	13.0003	14.081
449	-0.584827	-0.363288	-1.24646	-1.01849	-2.28553	-2.49608	-1.34518	-0.877999	-2.12776	-1.74647	-1.69266	-0.854251	-1.25891	-1.30161	-0.701016	-0.779881	1.92882	4.35689	6.40041	7.90084	8.0717	10.0358	10.759	10.9458	11.9626	12.2358	12.301	12.0206	12.5046	12.9979	12.6897	12.8893	12.9315	11.7905	12.6667	12.4826	13.5544
448	-0.518168	-0.586636	-1.26798	-1.4117	-2.73082	-3.11714	-2.18538	-1.57443	-2.48454	-2.07278	-2.02333	-1.34995	-1.34334	-2.08738	-1.04125	-1.27028	1.75797	3.87517	5.89334	7.34134	7.67681	9.46661	10.1058	10.4038	11.3774	11.4639	11.6271	11.4938	11.8651	12.4997	12.3616	12.2636	12.1261	10.93	12.1832	11.8773	12.8644
447	-0.736396	-0.707997	-1.54	-1.49969	-3.53929	-3.41867	-2.91362	-1.9616	-2.96713	-2.77279	-2.30402	-2.04907	-1.69226	-2.75975	-1.72392	-2.05108	1.07699	3.31254	5.25506	6.63795	7.24466	9.03243	9.42311	10.1214	11.1145	11.0595	10.8996	10.8354	11.2549	11.7399	11.7553	11.8875	11.71	10.3124	11.7194	11.5176	12.0241
446	-0.594932	-1.02268	-1.22768	-1.17694	-4.11735	-3.62261	-3.15684	-2.25056	-3.30481	-3.3742	-2.38793	-2.67137	-2.10785	-3.2823	-1.44763	-2.28353	0.824404	2.87378	5.0166	6.57705	6.88772	8.92481	9.22511	10.1697	10.5731	11.059	10.6179	10.845	11.0981	11.4751	11.4692	11.456	11.3665	10.3373	11.7025	11.3082	11.5217
445	-0.65363	-0.946432	-1.31572	-1.23709	-4.42542	-3.80201	-3.43459	-3.12404	-3.60146	-4.00365	-2.75839	-3.11732	-2.50646	-3.47994	-2.02701	-2.45575	0.594276	2.61791	4.62128	6.31123	6.59623	8.32625	9.2485	9.98953	10.2068	10.7843	10.6097	10.3422	10.7888	10.9619	10.9361	10.9016	11.0636	9.9947	11.0867	10.9947	11.0149
444	-0.597361	-0.757351	-0.978789	-0.878911	-4.69208	-4.07824	-3.58899	-3.64876	-3.52691	-3.88196	-3.07401	-3.32918	-2.57367	-3.38371	-2.08121	-2.42451	0.475354	2.49479	4.56144	6.2661	6.43918	8.24795	9.16084	9.59265	9.88766	10.3685	10.6135	10.3452	10.7893	10.5328	10.6804	10.7114	11.0914	10.0433	11.0279	10.7016	10.3608
443	-0.921108	-0.594743	-0.969037	-0.848993	-5.15159	-4.48513	-3.62882	-4.04738	-3.64615	-3.70213	-3.58646	-3.67705	-3.13341	-3.53032	-2.33473	-2.70018	-0.0252352	2.35731	3.99536	6.07139	6.40084	7.88548	8.77398	9.16587	9.37038	9.8096	10.547	9.90692	10.4681	10.1749	10.2517	10.2338	10.6116	9.62467	10.7361	10.4016	9.90465
442	-0.668061	-0.518273	-0.697137	-0.685451	-5.24171	-4.2697	-4.02637	-4.10917	-3.91319	-3.71771	-3.74866	-4.01782	-2.97206	-3.75093	-2.59071	-2.89707	-0.500451	2.27314	3.66409	5.62926	6.33344	7.65772	8.59765	9.14623	8.88261	9.69338	10.321	9.82788	10.0529	9.84446	9.90003	10.0154	10.2414	9.38529	10.5304	10.0707	9.85665
441	-0.805287	-0.622773	-0.710154	-0.721675	-5.86927	-4.87554	-4.8255	-5.00664	-4.47998	-4.39069	-4.30688	-4.92683	-3.48596	-4.35226	-3.55594	-3.06777	-0.830333	1.54521	3.25527	5.33719	5.79076	6.74611	8.11437	8.70819	8.36957	9.28426	9.24988	9.17391	9.48652	9.16128	9.34016	9.4512	9.6534	8.80101	10.198	9.50741	9.2167
440	-0.764276	-0.75217	-0.728416	-0.578805	-6.35969	-5.1503	-5.07685	-5.45852	-4.69906	-4.92972	-4.46343	-5.19179	-3.88875	-4.53587	-3.98367	-3.22874	-1.19632	1.04656	3.05813	4.9099	5.55781	6.46195	7.81008	8.19797	8.03149	8.6648	8.62179	8.74425	9.2318	8.65329	8.7548	8.92421	9.26559	8.81	9.61695	8.88229	8.92459
439	-0.843169	-0.518553	-0.65478	-0.341522	-6.29294	-5.33462	-5.24207	-5.84522	-4.96896	-5.28592	-4.88589	-5.49621	-4.3996	-4.81844	-4.41883	-3.45803	-1.49381	0.861698	2.76994	4.94805	5.43646	6.04893	7.63326	8.18577	7.64163	8.31832	8.4264	8.38052	8.7063	8.40793	8.31796	8.44701	9.19876	8.62799	9.302	8.23555	8.81176
438	-0.74316	-0.292702	-0.610313	-0.189631	-6.22675	-5.94518	-5.67524	-6.09651	-5.30364	-5.4425	-5.46125	-5.81012	-5.05064	-4.92417	-4.91741	-3.53058	-2.29061	0.593253	2.06757	4.57313	5.10249	5.78498	7.17132	7.44095	7.4829	7.59629	8.04786	7.78133	8.2929	7.93148	7.89494	8.00045	8.69756	8.02378	8.59233	7.94584	8.59668
437	-0.694093	-0.328329	-0.568038	-0.0664592	-6.66516	-6.55334	-6.05575	-6.35659	-6.16319	-5.9794	-6.06713	-6.184	-5.77887	-5.25648	-5.59934	-3.81476	-2.90632	0.150575	1.58328	3.66201	4.68193	5.31355	6.41736	6.93371	6.7912	6.93038	7.34891	7.31455	7.71739	7.70974	7.2805	7.49808	8.39025	7.69626	7.96725	7.4562	8.22311
436	-0.857332	-0.268255	-0.669144	-0.149905	-7.16852	-6.78578	-6.61655	-6.65716	-6.77878	-6.28523	-6.42611	-6.52785	-6.02741	-5.6665	-5.98982	-4.39362	-3.47747	-0.262951	1.24149	3.14607	4.20637	4.71566	5.65928	6.30688	6.3101	6.76923	6.73819	6.50017	7.30175	7.20366	7.1233	7.31449	7.60623	7.08151	7.55762	6.81746	7.62501
435	-0.718114	-0.265281	-0.567383	-0.101392	-7.25605	-6.73329	-7.19304	-7.00535	-7.35829	-6.57272	-6.58343	-6.68333	-6.01076	-5.98796	-6.211	-4.46998	-3.6473	-0.713873	0.991886	2.85255	3.79539	4.39219	5.17867	6.13055	6.35136	6.52956	6.36468	6.12582	7.11601	6.77772	6.89444	6.97077	7.01678	6.8246	7.2989	6.40754	7.14023
434	-0.805035	-0.128273	-0.369226	0.181472	-7.31367	-6.98425	-7.25225	-7.41545	-7.64325	-7.09904	-6.40596	-6.93208	-6.47992	-6.26937	-6.37389	-4.606	-3.72366	-1.18013	1.07141	2.40012	3.39992	3.96366	4.82944	5.98421	6.35613	6.14212	5.99602	5.58121	6.61871	6.54755	6.7802	6.55855	6.68329	6.16619	6.9041	6.10628	7.10563
433	-0.944316	-0.0302352	-0.279179	0.197636	-7.41692	-7.19323	-7.18786	-7.38043	-7.92138	-7.35263	-6.60756	-7.21755	-6.65417	-6.57401	-6.56129	-5.01937	-4.10935	-1.35065	0.721912	1.92011	3.02968	3.52498	4.2642	5.69393	5.96056	5.66285	5.86581	5.4107	6.17147	6.14343	6.53687	6.27634	6.43046	5.79302	6.16607	5.86806	6.68526
432	-1.00779	-0.115129	-0.214125	0.350052	-7.2522	-7.49342	-7.35984	-7.75058	-8.21643	-7.66976	-6.75631	-7.3556	-6.8042	-6.47482	-6.62939	-5.33558	-4.28538	-1.59889	0.282906	1.73603	2.89861	3.39324	4.01364	5.3153	5.76169	5.46649	5.55968	5.08902	5.48085	6.01631	6.35399	6.09325	6.17339	5.32029	5.97951	5.77787	6.24993
431	-1.08889	-0.1851	-0.353798	-0.0305252	-7.72728	-7.93516	-7.48549	-7.91478	-8.3737	-7.85623	-6.97362	-7.56794	-7.33802	-6.6209	-6.89742	-5.58015	-4.4862	-2.25577	0.0488347	1.25969	2.31078	2.98819	3.56028	4.63761	5.352	5.08063	5.07447	4.77862	5.24815	5.49824	6.12622	5.80782	5.41056	4.94103	5.3111	5.64702	5.73285
430	-1.24549	-0.323605	-0.339324	0.184519	-8.05223	-7.98711	-8.0172	-8.17927	-8.6283	-8.09587	-7.37852	-7.71831	-7.3202	-6.83503	-7.17019	-5.82298	-4.77228	-2.47337	0.042504	1.01177	2.03054	2.58743	3.40516	4.18971	4.80824	5.05777	4.61655	4.54475	4.80332	5.3015	5.56715	5.51861	5.04922	4.7796	5.1617	4.96983	5.22332
429	-1.2315	-0.356913	-0.294116	0.104584	-8.27082	-7.98048	-8.28868	-8.36717	-8.49957	-8.01222	-7.38467	-7.84444	-7.43925	-6.99995	-7.14738	-6.03078	-4.76526	-2.53778	-0.101393	0.971927	1.95694	2.43146	3.55439	4.05327	4.68025	4.97174	4.49739	4.39856	4.73489	4.8253	5.47807	5.14703	4.77472	4.6536	4.83923	4.69696	4.8263
428	-0.787036	-0.218108	-0.0554385	0.280599	-7.73723	-7.89464	-8.27141	-8.01294	-8.47116	-8.00174	-7.48533	-7.63769	-7.16176	-6.89872	-7.07109	-6.08669	-4.54697	-2.4672	-0.45584	1.0119	2.03524	2.46212	3.64247	3.83736	4.41568	4.71021	4.28774	4.25002	4.66415	4.69841	5.12486	4.98037	4.76808	4.53648	4.73575	4.84514	4.89951
427	-0.757163	-0.285119	-0.209683	0.174267	-7.98427	-7.96074	-8.34139	-7.96526	-8.40143	-8.28574	-7.74472	-7.76413	-7.22657	-7.10082	-7.35235	-6.1399	-4.53857	-2.60463	-0.504499	0.773576	1.86931	2.27492	3.42856	3.60974	4.02573	4.33946	3.90559	3.91616	4.25063	4.56164	4.79538	4.45033	4.81121	4.27899	4.5097	4.63095	4.77263
426	-0.760563	-0.0917381	-0.0877804	-0.0808893	-8.26041	-8.06412	-8.32576	-7.95429	-8.2605	-8.35918	-7.9629	-7.64571	-7.38627	-7.23445	-7.61327	-6.34479	-4.61428	-2.44876	-0.607807	0.45187	1.64041	2.04088	3.23244	3.36471	3.55393	4.04504	3.65734	3.72829	3.96097	4.41632	4.67212	4.06747	4.53367	4.1599	4.01644	4.67804	4.32581
425	-0.636812	-0.240386	-0.235459	-0.0557225	-8.09328	-7.80593	-8.40212	-7.84688	-8.26913	-8.44343	-7.7661	-7.45352	-7.22132	-7.15126	-7.66096	-6.16565	-4.52966	-2.52511	-0.832131	0.531405	1.76078	2.02772	3.45751	3.04402	3.43359	4.03327	3.1837	3.50172	4.16165	4.17686	4.37331	4.00756	4.29335	4.1472	3.77402	4.44804	4.09906
424	-0.491352	-0.0268264	-0.0451319	-0.211459	-8.11486	-7.787	-8.45156	-7.92208	-8.10944	-8.04181	-7.7827	-7.08447	-7.23189	-6.94905	-7.69821	-6.38898	-4.6242	-2.35329	-0.943592	0.356688	1.26046	1.93466	3.06493	2.85349	3.20557	3.69715	2.97105	3.1949	3.75442	3.89037	3.99343	3.65274	3.77043	4.03842	3.44849	4.18034	3.7832
423	-0.808479	-0.269926	-0.390371	-0.448506	-8.0342	-7.78409	-8.51399	-7.95725	-8.39248	-8.22627	-8.03231	-7.52937	-7.03312	-7.33529	-7.77194	-6.39133	-4.99353	-2.56489	-1.1459	-0.0965658	1.11917	1.77154	2.52203	2.30853	2.64939	3.20585	2.68205	2.97084	3.35372	3.21143	3.7451	3.17168	3.49944	3.61651	3.20555	3.728	3.48174
422	-0.617992	-0.000515688	-0.229706	-0.425209	-7.91485	-7.65824	-8.26499	-7.91815	-8.49932	-8.08614	-8.0885	-7.40378	-6.7299	-7.22999	-7.52953	-6.28875	-4.63263	-2.80968	-1.3127	-0.149803	0.960152	1.87648	2.43031	2.1945	2.39149	2.83507	2.7453	3.17417	3.1966	3.07497	3.57865	2.84199	3.1918	3.41562	2.83275	3.88836	3.46047
421	-0.665255	-0.0954895	-0.442178	-0.438715	-7.91943	-7.55688	-8.17785	-8.03407	-8.50716	-7.9879	-7.95297	-7.46076	-6.74343	-7.39354	-7.43532	-6.45902	-4.61293	-2.88603	-1.31596	-0.35593	0.852986	1.4914	1.98491	2.22282	2.14272	2.60061	2.48564	2.65715	2.78507	2.79026	3.2077	2.69817	2.86672	3.07129	2.62127	3.54253	3.23372
420	-0.977034	-0.422544	-0.848411	-0.864562	-8.03879	-8.04672	-8.3591	-8.36589	-8.53358	-8.48426	-8.12898	-7.74393	-7.09392	-7.48717	-7.50198	-6.83272	-4.98792	-3.31286	-1.3526	-0.638734	0.424911	0.852917	1.37465	1.84564	1.6689	2.06069	2.06239	2.22744	2.47526	2.2792	2.88361	2.1459	2.41495	2.45687	2.1255	2.97273	3.05899
419	-0.750792	-0.230025	-0.779705	-0.680314	-7.70242	-7.78075	-7.85471	-8.25426	-8.32343	-8.16916	-7.94683	-7.33226	-6.7922	-7.2849	-7.38761	-6.65959	-4.85219	-3.19834	-1.36982	-0.828527	0.222102	0.877999	1.34154	2.09633	1.80929	2.15672	2.17525	2.22868	2.48034	2.39562	2.69321	2.26994	2.23569	2.24422	1.95893	3.04741	2.68736
418	-0.632043	-0.213705	-0.717148	-0.505867	-7.41867	-7.39287	-7.69124	-8.10614	-8.34672	-8.00605	-7.73628	-7.06856	-6.69396	-7.26603	-7.11272	-6.833	-4.87927	-3.22506	-1.45587	-0.872455	0.196102	0.822686	1.25623	1.89008	1.62167	2.12117	2.1522	1.93654	2.42569	2.14468	2.51586	2.19625	2.07354	2.19468	1.91139	2.66993	2.51714
417	-0.554193	-0.141327	-0.632039	-0.421574	-7.32019	-7.60458	-7.72895	-8.01102	-8.2891	-8.01991	-7.83087	-6.96672	-6.74967	-7.19363	-6.93325	-6.78459	-5.11643	-3.68145	-1.70193	-1.10163	0.0683938	0.636851	0.803799	1.71809	1.36599	1.95953	2.17913	1.7154	2.24887	1.85917	2.1782	1.84155	1.99023	1.68301	1.85412	2.39507	2.427
416	-0.747658	-0.348476	-0.911704	-0.667171	-7.5106	-7.76553	-7.99923	-8.17212	-8.28112	-7.7696	-7.9809	-7.17102	-6.81168	-7.58939	-6.81436	-6.52987	-5.03516	-3.89983	-2.04259	-1.42329	0.0573537	0.372351	0.591384	1.43578	1.03081	1.76982	1.95553	1.29351	1.98331	1.69246	1.9935	1.52889	1.69971	1.23324	1.88395	2.06975	2.14815
415	-0.436447	-0.0231406	-0.602653	-0.633053	-7.4333	-7.81895	-7.85164	-8.10244	-8.01074	-7.45395	-7.93009	-6.94754	-6.6211	-7.49892	-6.60384	-6.5605	-4.80673	-3.67464	-1.95946	-1.26042	0.0555021	0.588747	0.545944	1.40785	1.26548	1.7801	1.9337	1.29153	2.07857	1.73646	1.86906	1.56664	1.92234	1.19193	1.79778	2.08362	2.18874
414	-0.707565	-0.0945383	-0.945122	-0.713767	-7.68662	-8.06009	-8.24026	-8.27538	-8.07396	-7.63614	-8.05338	-7.18067	-6.86412	-7.72563	-6.73163	-6.83858	-5.17956	-3.71833	-2.2562	-1.50125	-0.380382	0.186835	0.228649	1.23011	1.00067	1.3605	1.34023	0.726234	1.78164	1.40534	1.29553	1.31318	1.61943	0.788815	1.60727	1.52124	1.61591
413	-0.690695	0.191131	-0.969884	-0.49839	-7.2015	-7.61392	-7.79771	-7.7221	-7.55563	-7.38636	-7.84059	-6.99771	-6.51627	-7.68599	-6.56219	-6.49791	-5.15617	-3.57807	-2.10619	-1.50259	-0.352418	0.301906	0.213233	1.15752	1.16891	1.50767	1.40637	0.818904	1.80739	1.40788	1.22942	1.32602	1.62255	0.792167	1.82403	1.72998	1.74247
412	-0.523864	0.247189	-0.977445	-0.168745	-7.19586	-7.29145	-7.72676	-7.5715	-7.35023	-7.14194	-7.4365	-7.0138	-6.63357	-7.60546	-6.37691	-6.17893	-4.90231	-3.42325	-1.93848	-1.49806	-0.551976	0.410632	0.0750448	0.923251	1.10555	1.47285	1.2931	0.759976	1.76279	1.41729	1.12733	1.33766	1.27011	0.685004	1.71358	1.67848	1.64079
411	-0.571405	0.333092	-0.895948	-0.199031	-7.36573	-7.31403	-7.69366	-7.48565	-7.06285	-7.16594	-7.3697	-6.89085	-6.69938	-7.60774	-6.23341	-6.35646	-4.85147	-3.39379	-2.17682	-1.56842	-0.53464	0.29112	-0.0838357	0.638855	0.873666	1.10627	1.13894	0.481581	1.45268	1.33246	0.968317	1.07541	1.14076	0.635781	1.52874	1.39316	1.62509
410	-0.403274	0.364132	-1.21967	-0.155723	-7.3023	-7.32499	-7.72892	-7.46109	-6.87522	-6.88872	-7.46261	-6.86705	-6.50777	-7.24618	-6.11566	-6.21714	-5.04991	-3.34865	-2.28772	-1.54028	-0.413158	0.298803	-0.102323	0.319577	0.782194	1.18419	1.03405	0.576854	1.34004	1.10474	0.890125	1.14335	0.976667	0.613644	1.43428	1.35447	1.57808
409	-0.461582	0.10952	-1.48229	-0.159385	-7.15908	-7.34235	-7.57818	-7.34428	-6.73854	-6.7342	-7.35204	-7.04384	-6.50468	-7.18721	-5.99472	-6.15701	-4.97147	-3.25122	-2.41827	-1.55971	-0.627525	0.179239	-0.0366337	0.146387	0.48526	0.903894	0.710347	0.425166	0.919117	0.727921	0.380947	0.984083	0.531976	0.480804	1.25504	1.38745	1.33506
408	-0.506339	0.287438	-1.36978	-0.0796378	-6.68896	-7.08842	-7.00012	-6.95384	-6.74578	-6.37968	-7.10531	-6.81598	-6.06575	-6.9466	-5.7511	-6.00104	-4.57205	-3.11579	-1.96164	-1.40753	-0.62703	0.0518376	-0.10546	0.215439	0.539034	0.722782	0.779404	0.368003	0.754577	0.691095	0.394655	0.99916	0.537911	0.614533	0.734161	1.47069	1.33108
407	-0.595044	0.149274	-1.42026	0.0155324	-6.28244	-6.64809	-6.35201	-6.51758	-6.54229	-6.2524	-6.70258	-6.50621	-5.8866	-6.43512	-5.59659	-5.83425	-4.46456	-3.21766	-1.84661	-1.4807	-0.883412	-0.294458	-0.108011	-0.015903	0.483887	0.264085	0.658056	0.164881	0.647993	0.372939	0.261795	0.711637	0.186915	0.519929	0.560387	1.30087	0.945937
406	-0.412087	-0.00262407	-1.41711	0.0918096	-5.72802	-6.09424	-5.99905	-6.1002	-6.08811	-5.61705	-6.25166	-5.97061	-5.39073	-5.97619	-5.15124	-5.24003	-4.20259	-3.0721	-1.7024	-1.43567	-0.685535	-0.332714	0.0277287	-0.0159297	0.299383	0.431468	0.741969	0.170275	0.609541	0.272456	0.365614	0.685341	0.00458556	0.534376	0.67832	1.17231	0.830353
405	-0.388352	-0.272579	-1.18301	0.041687	-5.24284	-5.78756	-5.66067	-5.68421	-5.69153	-5.22991	-5.81999	-5.62227	-5.02515	-5.35593	-4.84198	-4.98511	-3.74505	-2.89727	-1.7204	-1.27919	-0.623778	-0.189116	0.0934475	-0.0190728	0.0153387	0.204639	0.789491	0.0730226	0.508786	0.25489	0.535839	0.63743	0.0828926	0.497321	0.570982	1.0674	0.997704
404	-0.13055	-0.10638	-0.948756	0.205585	-4.64073	-5.32618	-5.00833	-5.14124	-5.30723	-4.7059	-5.41961	-4.6939	-4.2696	-4.88542	-4.26934	-4.4909	-3.06797	-2.61786	-1.39884	-1.11417	-0.685234	-0.0582598	0.331319	0.184681	0.124378	0.268333	0.930063	0.00136245	0.649104	0.253834	0.664327	0.831786	0.258855	0.678342	0.591664	1.16087	0.831352
403	-0.109627	-0.171142	-0.596721	0.168397	-4.00256	-4.76823	-4.46586	-4.36096	-4.88786	-4.13469	-4.88812	-3.91422	-3.60832	-4.43828	-3.93017	-3.76484	-2.54217	-2.33035	-0.838825	-0.889172	-0.483495	-0.00789765	0.423486	0.43991	0.161917	0.344088	0.962625	0.203317	0.644975	0.127249	0.621801	0.737883	0.355645	0.648358	0.503981	1.04336	0.632801
