TITLE	100% R-JS for 6hrs
DATA TYPE	CD SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	2025/11/14
TIME	17:45:34
SPECTROMETER/DATA SYSTEM	JASCO Corp., J-1500, Rev. 1.00
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	CD [mdeg]
Y2UNITS	LD [dOD]
Y3UNITS	HT [V]
Y4UNITS	ABSORBANCE
FIRSTX	  700.0000
LASTX	  300.0000
NPOINTS	     401
FIRSTY	    -6.43526
MAXY	     5.68291
MINY	    -9.83073
XYDATA
Channel 1
540	-2.90059	-3.77823	-3.9058	-4.31625	3.10049	2.50114	2.33353	4.11092	3.42297	3.29162	3.43366	3.3879	3.57612	3.53493	3.2433	3.999	3.5449	6.09584	5.47357	5.59352	4.54204	4.52302	5.26281	2.23083	3.8918	3.21019	2.19114	0.121119	-0.381383	-1.09819	-1.44038	-1.14165	-3.25162	-4.57053	-5.78901	-4.77946	-4.76963
539	-3.49604	-3.68115	-4.49784	-4.04168	3.41394	2.23598	2.45138	3.97958	3.26488	3.26149	3.49182	3.49312	4.32195	3.30514	3.07064	3.94114	3.90289	5.92071	5.71057	5.69599	4.10781	4.89	5.16471	1.72742	4.21309	2.98207	2.06941	-0.477548	-0.708278	-0.973624	-2.1095	-1.64354	-3.72488	-4.74936	-5.55296	-5.1702	-5.23151
538	-3.33481	-4.02712	-3.6767	-4.53555	3.21371	2.16461	3.18717	4.50066	3.73909	3.59894	4.23868	3.1944	4.67073	3.46935	3.16261	3.73561	4.34241	6.06721	6.49883	5.38794	4.17313	5.13584	5.36334	2.06801	4.49592	3.20271	2.20018	-0.0720763	-0.527194	-1.54066	-2.31153	-1.74214	-3.85723	-5.06799	-5.22301	-5.46666	-5.25017
537	-3.37332	-3.52703	-3.02965	-4.54027	3.1762	1.92542	3.18484	5.01921	3.94286	3.98132	4.32972	2.97198	4.91749	4.09045	3.13908	3.77481	4.83594	6.25104	6.65603	5.36805	4.10592	5.05321	4.96814	2.40148	4.03771	2.80416	2.22749	0.130384	-0.140469	-2.31674	-2.95263	-1.2794	-4.31509	-5.54178	-5.22385	-5.78799	-4.94042
536	-3.9241	-3.16521	-2.54195	-4.69227	3.32093	2.36202	3.05999	4.98704	4.25338	3.90262	4.20207	3.14471	4.61412	4.11759	3.19449	4.45011	4.78908	6.64032	7.34987	5.73607	4.49674	5.04726	4.53099	2.15909	4.28299	2.96169	2.35544	-0.187992	-0.0295141	-2.36489	-3.27423	-1.60996	-4.70205	-5.82463	-5.03044	-5.78606	-4.97239
535	-3.59594	-3.38273	-1.45177	-4.59925	4.27068	3.02857	3.61624	4.84968	4.40748	4.30009	4.91042	3.17593	4.42954	4.32902	3.77804	4.81452	5.33585	7.04092	7.12989	5.92611	4.86805	4.83653	4.93004	2.8785	4.44215	2.7941	3.65211	-0.245406	-0.287539	-2.52223	-2.76522	-1.53311	-4.47903	-5.4449	-4.86963	-6.02311	-4.51221
534	-3.32308	-3.18799	-0.978574	-3.93326	4.47406	3.18431	3.64841	5.0376	4.79404	4.28505	5.24428	3.68142	4.28946	4.16581	4.20625	5.20676	5.93559	7.01545	7.58223	6.49461	5.41679	4.67038	5.37068	3.36802	4.78124	2.92756	3.63063	0.531068	0.637723	-2.15419	-3.16089	-1.14795	-4.04945	-5.14483	-4.78105	-6.01816	-4.91583
533	-3.28732	-2.9048	-1.49841	-3.83549	4.42325	2.68932	3.18315	5.04915	4.56524	4.62488	5.15708	3.7915	4.64215	4.44774	4.27127	5.19981	6.16981	7.23461	7.36486	6.57578	5.39485	4.73091	5.13103	3.8558	4.93674	3.22912	2.9697	1.1723	0.657754	-1.52935	-2.64038	-1.12529	-3.87985	-5.57533	-4.8051	-6.43915	-6.06557
532	-3.09908	-3.23704	-1.87747	-4.13609	3.66136	2.54058	3.49042	4.66786	4.32301	4.64737	4.84225	3.56595	4.26152	4.89966	4.2333	4.94527	6.36871	7.38619	7.59387	6.7621	6.19993	4.54365	4.93662	3.38909	5.12537	3.46237	2.96857	1.26984	0.742282	-1.38967	-3.43659	-0.84046	-4.38857	-5.61729	-4.34478	-7.18021	-6.03008
531	-3.13763	-3.38601	-1.3131	-3.90139	3.64068	2.47986	3.1137	4.54239	4.26859	4.3622	4.95853	3.49085	3.82012	5.11878	3.80563	4.60085	6.64219	7.18877	8.34692	7.0068	6.31828	4.23335	4.90056	3.98994	4.70149	3.48299	2.37116	1.5335	0.54004	-1.57042	-3.59756	-0.909039	-3.56653	-6.08383	-4.58954	-6.93353	-6.66318
530	-2.97698	-3.42754	-2.04581	-3.78979	3.24863	2.76722	2.72562	4.24968	4.01261	4.03849	4.83255	3.289	3.56075	4.95065	3.45062	4.89747	6.44281	7.29812	8.38122	7.76123	6.89026	4.39468	4.65781	3.19467	4.68738	3.71546	2.27139	2.12929	0.329897	-1.17348	-3.4561	-1.17386	-3.01139	-5.89993	-4.66346	-6.82158	-6.86158
529	-2.94211	-2.84684	-1.89355	-3.38452	3.42121	3.19005	2.65612	4.11835	3.92268	4.46045	4.25445	3.90205	3.99542	4.74925	3.50535	4.48095	6.12273	7.62514	7.8807	8.46442	7.51591	4.7196	5.521	3.22075	5.56701	3.68507	2.32888	1.96873	0.289053	-0.63901	-3.46167	-1.76486	-2.29951	-5.41089	-4.61507	-5.89108	-6.66305
528	-2.14129	-2.68612	-1.7205	-2.89792	3.59968	3.19893	2.989	3.8957	3.64493	4.76252	4.36337	4.66694	3.96862	4.79139	3.55429	4.55466	6.56085	7.87768	7.82471	9.15869	8.19809	5.16472	6.10072	4.13569	6.54064	3.75134	2.73443	3.22511	0.576087	-0.00908636	-2.70576	-1.15658	-1.40516	-4.17226	-4.23413	-4.97861	-6.34814
527	-1.79553	-2.47363	-1.3512	-2.89071	3.38704	3.23422	3.44847	3.90603	3.92383	4.91001	4.39518	4.62114	4.24408	4.95001	3.70589	4.49177	6.87685	8.23832	7.76665	9.35222	8.43545	5.18425	7.16943	5.23888	7.56875	4.46579	3.05331	3.40217	1.50348	0.956751	-2.26375	-0.302703	-0.928971	-2.95468	-3.84506	-4.11668	-5.53502
526	-2.00239	-2.1891	-1.80196	-2.61262	2.79254	2.79163	2.89028	3.91968	3.50354	4.63188	3.85537	4.46705	4.11601	4.5838	3.22106	4.24639	6.85168	8.18845	7.6404	8.91517	8.73739	5.2525	7.07248	5.80367	8.02492	5.03263	3.36193	3.36369	1.57693	1.62158	-1.43162	0.105272	-0.140769	-2.84546	-3.65394	-3.72541	-5.62708
525	-1.34852	-2.32402	-1.82003	-2.38687	3.19078	2.4832	3.20247	3.96515	3.53069	4.10944	3.47906	4.44139	3.99262	4.49793	3.02335	4.44	6.4211	8.24603	7.44022	9.0606	8.55196	6.35953	7.93555	5.8314	8.4062	5.40191	3.95455	3.89487	2.27196	1.85787	-0.460841	0.945543	0.213886	-1.98842	-2.42776	-2.74225	-4.2374
524	-0.184488	-1.97647	-1.63894	-1.73023	3.65945	2.77775	3.38653	4.28521	4.10511	4.40999	3.28515	4.74133	4.50761	4.55683	3.16808	5.3813	6.76875	8.73152	8.00794	10.1233	9.04044	7.08191	8.7539	6.01964	8.60667	5.83064	4.38975	4.22879	2.9292	2.39217	0.75376	1.77802	0.895959	-0.0791545	-1.20589	-1.18054	-2.79115
523	-0.186154	-1.3738	-1.46385	-1.68931	3.66668	3.02813	3.91736	4.33894	4.37998	4.27046	3.53536	5.37395	4.8804	4.99503	3.21553	5.52203	6.8196	9.09799	8.26932	10.8734	9.55795	9.03885	10.0244	7.97929	9.84194	6.73062	6.14985	5.52059	4.05916	3.7567	2.40374	2.43672	1.41655	0.596413	0.0034151	0.656043	-0.631662
522	-0.0996559	-1.54425	-1.94934	-2.14037	3.9563	3.27274	4.15794	3.80182	4.35356	3.84133	3.32729	5.43133	5.00851	4.90705	3.8607	4.67153	6.3475	9.30172	7.61811	10.3341	9.59585	9.33654	10.4692	8.57922	10.8145	7.29506	6.30661	5.544	5.06887	4.30616	2.79412	3.0303	1.63246	0.986387	0.751336	1.5134	-0.596669
521	0.148971	-1.08899	-1.42212	-1.1407	3.78425	2.83615	4.11368	3.8686	4.5814	3.64252	3.62914	5.30814	4.67645	4.56471	4.50023	5.34745	6.81554	9.89756	7.88536	10.6438	9.9582	9.779	11.1232	9.935	11.8976	8.33848	7.34303	7.28977	5.79891	5.1877	4.25821	4.41321	2.49945	1.94163	1.94539	2.40246	0.966765
520	0.398844	-1.29482	-1.88199	-1.47706	3.09197	2.627	3.79963	3.05355	3.75461	2.80681	3.66535	4.96149	4.3142	4.03517	3.59472	5.09432	6.77196	9.64292	7.95913	10.8567	10.4573	9.73013	12.0506	10.1534	12.5394	9.31412	7.72679	7.74291	6.50712	5.42932	5.50792	5.16647	2.98319	2.48647	2.49993	3.72853	1.53757
519	0.347715	-1.4154	-2.29926	-1.79972	2.73185	2.66184	3.69653	3.34083	3.5432	2.47723	3.96586	4.44656	4.3409	4.40113	3.28509	4.87659	6.22729	9.69185	8.79418	11.2028	10.3628	11.1189	12.8338	10.3209	12.231	10.1616	8.76811	8.37563	7.77593	5.60042	6.42403	5.91185	3.73768	2.27837	3.24891	4.62161	2.27077
518	1.13997	-1.1055	-2.42476	-1.98376	2.40041	2.73752	3.37789	3.26449	3.05848	2.32821	3.52635	4.55713	3.97135	4.52328	2.66459	4.80104	5.94205	9.61668	9.07983	11.1226	10.9127	11.4317	13.7561	11.2639	13.1932	11.5179	9.2833	9.13922	8.904	6.29428	7.22661	6.71531	3.22983	2.82198	4.49382	5.55423	3.3996
517	0.240369	-1.34426	-2.43319	-2.76137	2.01867	2.52709	2.99001	3.01178	2.66802	1.56163	3.28493	4.35343	3.53069	4.41102	2.358	4.22992	6.01641	9.3247	9.78921	11.5253	11.1933	12.1136	13.6566	11.9116	14.4944	11.5909	9.90097	9.48266	9.08714	6.98023	7.5272	7.25989	3.79546	3.36291	4.40211	6.13191	3.57083
516	0.207127	-0.643417	-2.4419	-2.80741	0.984092	2.4493	2.15958	2.47451	1.68712	1.47244	3.18351	3.51596	2.83	4.19883	1.73749	3.54519	6.40495	8.48045	9.8498	11.5831	11.0552	12.3786	13.8759	13.3128	15.205	12.2496	10.8151	10.414	9.74832	7.4108	8.25697	8.24409	4.72967	4.2353	4.67856	7.07259	3.51842
515	0.257612	-0.493932	-2.70241	-2.85738	0.925567	2.10397	1.37933	2.53228	1.04315	0.830425	2.77266	2.81127	2.16484	3.61304	0.953399	3.82563	5.80236	8.18324	10.1765	11.1565	10.9905	12.0081	14.1326	13.7916	15.1063	13.0748	11.2226	11.0473	9.82574	7.53061	9.35333	9.51081	5.67753	4.65726	5.06719	6.76598	3.81173
514	0.287536	-0.61048	-2.76351	-3.22129	0.402463	1.11719	0.37477	2.62666	0.00502866	1.05288	1.99564	1.33631	1.46357	2.7975	0.237171	3.86085	5.86932	7.53737	10.3514	10.9486	11.0285	12.2972	14.3975	14.1613	14.9274	13.566	11.5037	11.8929	9.48224	8.08875	9.38553	9.95914	5.81052	5.06538	4.96244	6.51314	4.36946
513	-0.0316252	-0.659283	-3.18954	-3.992	-0.864618	1.28228	-0.224963	1.38729	-0.839683	0.915977	1.05728	0.377308	0.501176	2.34418	-0.985929	2.86901	4.84523	6.98293	10.2506	11.0951	10.9539	12.1214	13.9821	13.6048	14.4773	13.1307	11.8436	12.1105	9.94496	7.87066	9.62457	10.4789	6.52643	5.23643	5.77785	6.45696	4.59907
512	-0.765746	-1.02895	-2.77603	-4.31503	-1.20655	0.739064	-0.530775	1.45098	-0.930487	0.809993	0.578184	-0.644984	0.262574	1.77253	-1.35647	1.98995	4.40923	6.40475	10.4774	10.6933	10.3228	12.285	14.1244	14.0813	14.3246	13.2701	11.9243	11.759	10.3406	8.2858	9.91934	10.9501	7.02131	5.59708	5.91038	7.13944	5.33737
511	-0.834329	-1.39981	-2.94007	-4.41269	-1.68826	-0.101019	-1.11199	0.856499	-1.26742	0.167831	0.0156364	-1.40189	-0.513146	1.65787	-1.15444	1.5787	3.93305	6.00921	10.0192	10.1722	10.5967	12.3589	13.5848	14.2368	14.2129	12.8614	11.7965	12.4551	10.3376	9.05742	10.1204	11.7344	7.57176	6.27511	6.00666	7.06001	6.4853
510	-1.52232	-1.69624	-3.32152	-4.26955	-2.56489	-0.687863	-1.08243	-0.156036	-1.86337	-0.558683	-0.551051	-2.40194	-0.330887	1.04229	-1.42159	1.16604	3.9774	5.7762	9.51747	9.886	10.4371	12.4733	13.2067	13.5598	13.4397	12.377	11.9466	12.6078	9.81521	9.07424	11.0993	11.26	8.41313	6.00665	6.05449	6.47567	6.67966
509	-1.37375	-1.40379	-3.54715	-4.18871	-2.52172	-1.12686	-1.28404	-0.628335	-2.50473	-0.0878962	-0.384356	-2.30291	-0.304667	0.700478	-1.96666	1.20379	3.89541	6.19085	9.66912	9.51746	10.1033	12.8946	12.9458	13.778	13.8754	13.0426	12.4244	12.6334	9.9118	9.53662	10.2685	10.7694	8.65462	6.79781	7.31936	6.97147	7.61938
508	-2.20018	-1.61916	-3.00509	-3.97341	-2.86557	-1.35488	-1.29949	-1.06098	-2.04602	-0.544211	-0.922415	-2.52726	-0.720071	-0.029532	-1.7973	1.30523	2.91743	5.71213	9.0607	9.15455	10.4334	12.88	13.0349	13.6034	13.8642	12.9603	12.3842	12.3711	9.81204	9.88079	10.6054	10.6245	8.71068	6.92773	7.36085	6.80608	8.51734
507	-2.19965	-1.54756	-2.86704	-4.09473	-2.80019	-1.96997	-1.16539	-1.59583	-2.60505	-0.726957	-1.4811	-2.51194	-0.525125	-0.606991	-0.901614	0.729139	2.70464	5.92963	8.70237	8.77593	10.8921	12.7533	12.6575	12.7453	13.9144	12.3794	12.5893	11.7843	10.0637	9.92043	10.2331	10.432	9.19184	6.61184	8.003	7.84814	8.32699
506	-1.96088	-1.84806	-3.33029	-3.60581	-3.10526	-1.80903	-1.31512	-1.4524	-2.95375	-0.830053	-1.53557	-1.90019	-0.5717	-0.121378	-0.820975	0.254293	2.75159	5.62925	7.96973	8.5281	11.0867	13.0919	12.2869	12.7721	13.9111	12.213	12.4374	11.5235	9.90948	10.1952	10.4028	11.4582	9.89257	6.71738	8.47085	8.38472	8.73433
505	-2.01938	-2.01056	-3.53553	-3.96284	-2.70163	-2.21603	-1.63398	-1.0102	-2.874	-1.05358	-1.46514	-1.47271	-0.664797	-0.593688	-0.532496	-0.276161	2.75144	5.44168	7.76098	8.47878	10.998	12.9442	11.9804	12.6894	14.0515	12.8527	12.3154	11.6568	9.8621	10.0957	10.9397	11.4687	10.1553	6.59123	8.44351	8.80441	8.67184
504	-1.64495	-1.75008	-3.93527	-3.92312	-2.60337	-1.7695	-1.15583	-1.6968	-2.56909	-1.75574	-1.45256	-1.34418	-0.48708	-0.723197	-1.2091	0.234354	2.79551	5.26863	7.33964	7.73548	10.7712	11.8766	12.3605	12.8368	13.6123	13.0047	12.039	11.2956	9.98138	10.464	11.3425	11.7048	9.55739	6.96676	8.71319	8.88095	8.69374
503	-1.68786	-1.47147	-4.0703	-3.32546	-2.18305	-1.69282	-1.1506	-1.86242	-3.22739	-1.38213	-1.73842	-0.798691	-0.278212	-1.02754	-1.25835	0.632618	3.10525	5.34979	7.15804	8.3116	10.6689	12.3464	12.1466	12.3943	13.9225	13.0486	12.9756	11.6471	10.4135	10.6537	11.5235	11.9158	9.99461	7.1147	9.42203	8.69934	8.37858
502	-1.57737	-1.44868	-3.79964	-3.37317	-1.76214	-1.87947	-1.2441	-2.14427	-2.58155	-0.689803	-1.78281	-0.235575	-0.585526	-1.19557	-1.16386	0.975005	2.87401	5.1411	7.16914	8.08791	10.4333	11.6163	12.1774	11.9409	14.3321	12.888	12.9206	11.8226	10.0552	11.139	10.9255	11.7815	10.105	7.12146	10.2462	9.02711	8.04733
501	-1.25425	-1.99844	-3.32082	-3.3286	-1.38021	-1.66496	-1.80802	-2.64721	-2.43637	-0.854061	-1.69378	-0.708628	-0.694818	-1.1138	-0.837561	0.259324	2.63971	4.49429	7.04291	7.58942	10.5023	10.9746	12.5642	11.8718	14.708	12.4504	12.8886	11.5405	10.2881	10.2796	11.384	12.1426	10.7599	7.10681	9.97462	9.88538	7.88983
500	-0.688586	-1.8829	-3.73484	-3.65918	-1.76221	-2.1275	-1.69789	-2.40113	-2.3874	-0.592165	-1.40955	-0.115603	-0.869824	-1.11865	-0.830465	-0.419059	2.68892	4.32385	6.89654	7.38609	10.652	10.6698	12.8743	11.4025	13.4313	12.0453	13.1535	12.804	10.7139	10.3236	11.9865	12.6644	11.2151	7.44047	10.2703	10.7757	8.20271
499	-0.224739	-2.02615	-4.0753	-3.32397	-1.54235	-1.64095	-1.62522	-1.70877	-2.60169	-0.455046	-1.01509	-0.0511159	-0.463657	-1.04617	-1.36054	-0.164961	2.9077	4.61932	6.82992	7.90388	10.4211	10.0569	13.0761	12.1091	13.3839	12.5552	13.4713	13.5169	10.7491	10.7974	11.9278	12.6094	11.4195	8.50741	10.8461	10.6884	8.80979
498	0.403754	-2.22928	-3.44919	-3.19888	-1.82099	-1.50128	-0.968379	-2.20005	-1.84978	-0.392312	-0.784793	-0.410849	-0.277802	-1.05257	-1.39287	0.141848	2.66981	5.22749	7.00836	8.05123	9.99094	9.64081	13.3918	11.9346	13.7226	12.5163	13.0999	13.8833	10.5057	11.3746	12.7201	12.5228	11.3448	9.07318	10.953	11.5588	9.52459
497	0.200943	-1.59816	-2.71817	-2.55658	-1.04544	-1.29608	-0.392793	-2.248	-1.36597	0.222937	-0.140177	0.3896	0.344351	-0.64374	-1.02107	1.1037	3.31087	5.25365	7.39403	9.04873	10.4912	9.9397	14.1434	12.5508	14.44	13.264	13.9592	14.3607	11.6483	12.2853	13.1086	13.4319	11.8582	10.1563	11.8981	12.1898	10.5086
496	0.0103737	-1.60697	-2.84278	-2.87416	-1.10467	-1.42119	-0.637921	-1.82754	-1.59919	0.582657	0.0654061	0.647708	0.418152	-0.264581	-1.03747	1.0465	3.31284	5.51909	7.82514	8.99509	10.5731	11.2512	13.0781	12.9492	15.0131	12.8742	14.4962	15.0648	11.892	13.3604	13.3932	13.6096	12.5215	10.7101	12.9861	12.6272	11.8154
495	0.0803199	-1.39049	-2.51024	-2.67667	-0.551745	-1.16536	-0.138987	-1.32047	-1.06264	0.454511	0.420436	0.389717	0.604872	0.354825	-1.07748	1.25885	3.4282	5.90685	8.50297	9.43484	10.9222	11.1005	13.7629	13.3714	15.4942	13.332	15.0427	15.7944	12.0384	13.1848	14.1097	13.8056	12.4252	11.3759	13.8059	13.7517	13.0361
494	0.633274	-0.686115	-2.23165	-2.38906	-0.105299	-1.01694	0.0184187	-0.368384	-0.932367	0.848506	1.13861	0.928958	1.15987	1.16239	-0.567525	1.75385	3.92031	6.28571	8.87475	9.72888	11.839	12.0337	14.4385	13.9918	15.928	14.4201	16.4524	16.1873	13.0896	14.2745	15.2597	14.9126	13.0078	11.8339	14.3332	14.7998	14.0185
493	0.844816	-0.151235	-2.44857	-2.32384	0.780448	-0.661505	0.966666	0.465145	-0.650802	0.869522	1.72377	0.890886	1.89435	1.42318	-0.111292	2.19736	4.06291	6.59773	9.2306	10.8261	12.3564	12.9127	14.676	14.4891	15.9609	14.8924	16.6102	16.7197	13.761	15.9021	15.837	15.9762	13.1022	12.9578	15.3415	15.7321	14.8426
492	0.573816	-0.0633062	-2.28927	-2.178	0.837295	0.00989238	1.28997	0.91212	-0.0980439	0.875827	1.67783	1.14233	2.25338	1.6449	0.328996	2.81129	4.45559	7.30123	9.21273	11.5572	12.9305	13.2879	14.6672	14.9961	16.81	15.7171	16.7915	16.8397	14.3402	16.4296	16.3984	17.0248	13.7538	12.9856	16.2953	15.6281	15.6979
491	0.0775581	-0.0638855	-2.06185	-2.0407	1.20868	0.372954	1.9055	0.856319	0.431874	0.886314	2.22276	1.3986	2.69633	2.1513	0.679097	2.72657	4.81905	7.4139	9.57539	11.5929	13.5076	13.468	14.9894	15.2742	16.9119	15.6738	17.2634	16.8721	14.9824	17.3506	17.0127	17.5358	14.3449	13.1507	16.813	16.3296	16.8282
490	-0.0476899	-0.0223799	-2.00632	-2.04273	1.69355	0.489392	1.68323	1.49556	0.597851	1.06447	2.60278	2.0261	2.54423	2.23398	0.903797	2.97386	5.37793	7.4632	10.4447	11.8738	14.7385	13.5712	15.5377	15.8813	17.3734	16.5434	18.4494	17.3624	15.826	17.6978	17.9685	18.4681	15.7077	13.9292	17.906	16.4741	17.6507
489	0.0624723	0.134554	-2.24208	-2.21598	1.60968	0.315541	1.6287	1.70324	0.791518	1.173	1.8725	2.01237	2.46891	2.1792	1.42668	2.74786	5.05391	7.48661	10.3751	11.9086	14.5239	13.9135	15.838	15.8061	17.238	17.3189	18.8567	17.912	16.2425	18.4603	18.2894	18.397	15.8062	14.4854	18.7947	16.6173	18.2123
488	0.181918	-0.365803	-2.09312	-1.74896	2.05972	0.576753	1.98871	2.15442	1.51993	1.20333	2.28644	2.54152	2.69038	2.28246	2.04723	3.19173	5.59163	8.08589	10.2515	12.3027	14.7021	14.1236	15.938	16.0656	17.4212	18.1172	19.1064	17.7131	17.107	18.4587	18.8795	19.5456	16.8209	14.9387	19.6064	17.4586	18.6078
487	0.363773	-0.216857	-2.10615	-1.36327	2.22865	0.986515	2.14233	2.47647	1.87911	1.58445	2.72667	3.44904	2.82821	2.60836	2.52542	3.54302	6.33455	8.47648	10.7551	11.9362	15.1577	14.3812	16.2088	16.477	18.7175	18.8831	18.8674	18.4741	17.7971	19.3998	19.2413	20.0397	17.8748	16.1752	19.6823	18.0647	18.8265
486	0.0690522	-0.471274	-2.4079	-1.48588	1.8705	1.40472	2.62547	2.49665	2.55662	2.28605	2.5967	3.36109	2.81281	3.01353	2.6912	3.06851	6.29516	8.56975	10.7849	12.3082	14.7199	13.96	16.348	16.8366	19.3214	19.384	18.6672	19.0612	17.6239	19.618	19.3338	20.093	18.7677	17.0502	19.9901	18.7909	19.4294
485	0.0757976	-0.483527	-2.20523	-1.31035	2.46921	1.8895	2.5006	2.36796	3.02361	2.7366	2.74077	4.06407	2.62713	3.42484	3.1408	3.54737	6.57996	9.20785	10.8513	12.4504	14.3977	14.5029	16.5106	17.5832	19.8893	20.0035	19.2946	19.3947	18.3294	19.9167	20.3849	20.8791	19.1166	17.581	20.3985	19.3213	20.0436
484	0.301141	-0.597859	-2.07635	-1.17177	2.78044	2.4123	2.94239	2.82017	2.88413	2.87174	2.88477	4.49288	3.05388	3.5107	3.17921	3.75229	6.67774	9.679	11.3294	12.8405	14.6742	14.6932	17.096	17.9458	19.8869	20.4236	19.4888	20.6849	18.9675	19.3653	20.9076	21.3163	19.757	18.3007	21.0358	19.8235	20.9223
483	0.865486	-0.217319	-1.66313	-0.967427	3.6194	2.58981	3.38476	3.42987	3.33369	3.85119	3.47519	4.75717	3.49595	3.87113	3.48408	4.65897	6.60866	9.86583	11.9359	13.3775	15.4361	15.9023	17.7482	18.5929	20.2444	21.2114	19.8607	21.1038	19.5872	20.2686	21.582	22.0855	20.3717	19.2494	21.6116	20.4776	21.184
482	0.813868	-0.323086	-1.18997	-0.576469	4.31671	2.74812	4.10345	4.08509	3.44851	4.292	3.95401	5.08164	4.1065	4.39698	3.85934	5.38674	7.43048	10.0588	12.1741	13.7802	15.1402	16.0945	18.2409	19.2586	20.9264	21.9474	20.3256	21.3294	20.2114	20.0827	21.8274	22.7872	20.6474	19.8448	21.5343	21.0369	21.9455
481	0.317848	-0.600264	-1.09494	-0.840734	4.2908	3.68728	4.52755	3.90104	3.66455	4.89737	4.69766	5.24448	4.50474	4.89759	3.65544	5.93128	7.66729	10.2589	12.4651	13.8673	14.8346	16.6162	18.6121	19.2528	20.8101	22.0882	20.4423	21.3711	20.2942	20.0693	22.2813	22.9791	21.0801	20.3031	21.6925	21.7077	21.8422
480	-0.205684	-0.986453	-1.23916	-1.07118	4.12296	3.86062	4.29156	4.32416	3.52985	5.03623	5.22198	5.07049	4.69256	4.93193	3.45267	5.9193	7.81572	10.5254	12.3317	13.5626	14.9503	16.7552	18.7164	19.6502	20.767	21.9201	20.205	21.1591	20.5179	20.2614	22.6214	22.7186	20.4751	20.4487	21.6572	21.7128	22.3839
479	-0.331584	-1.15708	-1.23715	-1.14678	4.29662	3.93439	4.8962	4.48506	3.99076	5.24374	5.72215	4.73175	5.11025	5.14341	3.98675	5.84249	7.96117	10.2631	12.4353	14.5817	14.8945	16.5878	19.01	19.8187	20.0182	21.3284	20.3568	21.1324	20.2533	20.1884	22.6655	22.5972	20.4269	20.6827	21.2975	22.3507	22.3217
478	-0.17809	-1.1826	-1.14815	-1.21146	4.60785	4.68145	5.34607	5.33247	3.9554	5.7816	6.00922	5.34172	5.89288	5.36171	4.33788	6.43766	8.26918	10.3564	12.3355	14.7122	15.0653	16.399	19.1805	19.9752	19.6967	21.6902	20.3355	21.3078	20.4535	20.049	22.9222	23.1219	20.9456	20.4663	21.1994	22.6654	23.091
477	-0.179306	-1.08736	-1.07446	-1.21461	4.94424	4.86904	5.27151	5.78216	4.06708	5.6175	6.20883	5.72625	5.86693	5.19609	4.48716	6.45743	8.46878	10.5816	12.3565	15.0116	15.3997	16.9462	19.325	19.3779	19.1069	21.6373	19.7337	21.0011	20.7876	20.0863	22.7582	23.3239	20.7296	20.689	21.0821	22.2409	22.8787
476	-0.566118	-1.28398	-1.23802	-1.27333	4.83657	4.86621	5.76499	5.88386	4.29462	5.61927	6.01013	5.66478	6.09343	5.00922	4.37665	6.64019	8.49374	9.91766	12.1355	15.1807	14.8239	16.4566	19.8017	19.3182	19.2503	21.0309	19.3128	20.4207	20.5104	20.5213	22.5062	22.957	20.846	20.3052	20.8872	21.6953	22.5883
475	-1.16919	-1.52143	-1.52309	-1.72649	4.58862	5.43083	5.84048	5.95204	4.66147	5.34138	6.07291	5.86922	6.2928	5.36347	4.58698	6.46808	8.54075	9.78432	12.4564	14.5975	14.3349	16.2615	18.9116	19.0235	19.1217	20.7062	19.2986	19.782	20.594	20.299	22.1728	22.2202	20.5955	20.1914	20.3444	22.3407	22.2475
474	-1.62575	-1.42948	-1.88041	-2.14325	4.51436	5.65833	5.72024	6.09342	4.9974	5.43047	6.07507	6.15318	5.95395	5.4653	4.74511	5.98768	8.88221	9.83406	12.1406	14.569	14.2546	15.7905	18.2709	19.0874	18.8295	19.7831	18.6021	19.8904	20.2374	19.9077	22.0405	21.6599	19.9983	20.2396	20.0902	21.8982	21.8428
473	-1.23696	-1.21739	-2.11653	-1.90452	4.89198	5.70205	5.32044	5.838	6.02685	5.81431	6.28499	6.24884	6.2183	5.59989	5.51608	5.687	9.115	10.0245	11.9053	15.0594	14.4994	15.5191	18.0717	18.5661	18.3103	19.6292	18.3998	19.4146	20.1461	20.0725	22.4762	21.577	19.9977	19.6004	20.3299	21.6193	21.6576
472	-0.754626	-0.655888	-2.02734	-1.58825	5.27141	6.31345	6.02305	6.17962	6.69151	6.27962	6.70916	6.79653	6.28443	5.87824	6.51624	5.718	9.38872	10.1382	11.9801	15.3419	14.8376	15.3299	17.7515	18.0866	18.4376	19.171	18.1655	19.7507	20.0999	19.8295	21.9478	22.0411	20.5919	19.6505	20.187	22.033	21.556
471	-0.690458	-0.192959	-1.85002	-1.51663	5.55603	6.22911	6.38568	5.91974	6.42113	6.41494	6.30083	7.27255	6.44183	5.81051	6.81738	6.32573	9.52332	10.284	12.202	15.5495	15.0867	15.4279	18.2248	18.1809	18.4098	19.2989	17.971	19.5005	20.4549	20.0273	21.8258	22.0118	21.0014	19.6993	20.7622	21.2453	21.7398
